geo_id,year,promotion_rate,promotion_rate_male,promotion_rate_female,repetition_rate,repetition_rate_male,repetition_rate_female,dropout_rate,dropout_rate_male,dropout_rate_female,completion_rate,completion_rate_male,completion_rate_female
CRI_001721,2014,0.9618573797678275,0.9442724458204335,0.9821428571428571,0.03814262023217247,0.029850746268656716,0.008291873963515755,0.0017006802721088435,0.0017006802721088435,0.0,0.9646017699115044,0.9538461538461539,0.9791666666666666
CRI_000150,2014,0.9816955684007708,0.9764243614931237,0.9867674858223062,0.018304431599229287,0.011560693641618497,0.00674373795761079,0.026717557251908396,0.01717557251908397,0.009541984732824428,0.9935064935064936,0.9873417721518988,1.0
CRI_003111,2014,0.9126092384519351,0.8995215311004785,0.9268929503916449,0.08739076154806492,0.052434456928838954,0.03495630461922597,0.030376670716889428,0.01701093560145808,0.013365735115431349,1.0,1.0,1.0
CRI_000717,2014,0.9843260188087775,0.9725274725274725,1.0,0.01567398119122257,0.01567398119122257,0.0,0.02476780185758514,0.01238390092879257,0.01238390092879257,1.0,1.0,1.0
CRI_000732,2014,0.954140127388535,0.9534313725490197,0.9549071618037135,0.045859872611464965,0.024203821656050957,0.02165605095541401,0.028858218318695106,0.01631116687578419,0.012547051442910916,0.9852941176470589,0.9743589743589743,1.0
CRI_000126,2014,0.918943533697632,0.9215686274509803,0.9162011173184358,0.08105646630236794,0.04007285974499089,0.040983606557377046,0.034513274336283185,0.016814159292035398,0.017699115044247787,0.9946808510638298,1.0,0.9888888888888889
CRI_000056,2014,0.9822419533851277,0.976890756302521,0.9882352941176471,0.017758046614872364,0.01220865704772475,0.005549389567147614,0.04157782515991471,0.02771855010660981,0.013859275053304905,1.0,1.0,1.0
CRI_003085,2014,0.929559748427673,0.9194805194805195,0.9390243902439024,0.07044025157232704,0.0389937106918239,0.031446540880503145,0.10011376564277588,0.05688282138794084,0.04323094425483504,0.9724137931034482,0.9411764705882353,1.0
CRI_001722,2014,0.9006289308176101,0.88,0.9215189873417722,0.09937106918238994,0.06037735849056604,0.0389937106918239,0.0224159402241594,0.0037359900373599006,0.0186799501867995,0.9919354838709677,0.9827586206896551,1.0
CRI_000858,2014,0.9614767255216693,0.9478527607361963,0.9764309764309764,0.038523274478330656,0.027287319422150885,0.011235955056179775,0.01910828025477707,0.014331210191082803,0.004777070063694267,0.9646017699115044,0.9649122807017544,0.9642857142857143
CRI_000831,2014,0.9656357388316151,0.9850746268656716,0.9490445859872612,0.03436426116838488,0.006872852233676976,0.027491408934707903,0.026981450252951095,0.016863406408094434,0.01011804384485666,1.0,1.0,1.0
CRI_001778,2014,0.9214659685863874,0.9163265306122449,0.9268817204301075,0.07853403141361257,0.04293193717277487,0.0356020942408377,0.016597510373443983,0.00933609958506224,0.007261410788381743,1.0,1.0,1.0
CRI_002252,2014,0.920042643923241,0.9126016260162602,0.9282511210762332,0.07995735607675906,0.04584221748400853,0.03411513859275053,0.03608247422680412,0.020618556701030927,0.015463917525773196,0.935251798561151,0.9538461538461539,0.918918918918919
CRI_000744,2014,0.9544715447154472,0.9477124183006536,0.9611650485436893,0.04552845528455285,0.026016260162601626,0.01951219512195122,0.024077046548956663,0.016051364365971106,0.008025682182985553,1.0,1.0,1.0
CRI_001716,2014,0.9686985172981878,0.9611650485436893,0.9765100671140939,0.03130148270181219,0.019769357495881382,0.011532125205930808,0.02159468438538206,0.019933554817275746,0.0016611295681063123,0.9655172413793104,0.9830508474576272,0.9473684210526315
CRI_001794,2014,0.9615806805708014,0.96529284164859,0.9577777777777777,0.038419319429198684,0.01756311745334797,0.020856201975850714,0.007683863885839737,0.0043907793633369925,0.003293084522502744,1.0,1.0,1.0
CRI_001781,2014,0.981797497155859,0.965034965034965,0.9977777777777778,0.01820250284414107,0.017064846416382253,0.0011376564277588168,0.019036954087346025,0.010078387458006719,0.008958566629339306,1.0,1.0,1.0
CRI_001709,2014,0.829683698296837,0.8129496402877698,0.8469135802469135,0.170316301703163,0.0948905109489051,0.07542579075425791,0.058823529411764705,0.029988465974625143,0.02883506343713956,0.8870967741935484,0.9298245614035088,0.8507462686567164
CRI_000235,2014,0.9141221374045801,0.907258064516129,0.9202898550724637,0.08587786259541985,0.04389312977099236,0.04198473282442748,0.04143126177024482,0.022598870056497175,0.018832391713747645,0.9382716049382716,0.9722222222222222,0.9111111111111111
CRI_000842,2014,0.9444444444444444,0.9408866995073891,0.9483695652173914,0.05555555555555555,0.031007751937984496,0.02454780361757106,0.02204928664072633,0.01297016861219196,0.009079118028534372,0.984251968503937,0.9655172413793104,1.0
CRI_000010,2014,0.9929411764705882,0.9928400954653938,0.9930394431554525,0.007058823529411765,0.0035294117647058825,0.0035294117647058825,0.012850467289719626,0.0011682242990654205,0.011682242990654205,1.0,1.0,1.0
CRI_002081,2014,0.9830220713073005,0.9833887043189369,0.9826388888888888,0.01697792869269949,0.008488964346349746,0.008488964346349746,0.037953795379537955,0.019801980198019802,0.018151815181518153,1.0,1.0,1.0
CRI_003145,2014,0.9832775919732442,0.9810725552050473,0.9857651245551602,0.016722408026755852,0.010033444816053512,0.006688963210702341,0.02023608768971332,0.003372681281618887,0.016863406408094434,1.0,1.0,1.0
CRI_003212,2014,0.7883755588673621,0.7638483965014577,0.8140243902439024,0.21162444113263784,0.12071535022354694,0.09090909090909091,0.044797687861271675,0.02601156069364162,0.01878612716763006,0.8611111111111112,0.8627450980392157,0.8596491228070176
CRI_001724,2014,0.9515418502202643,0.9518413597733711,0.9512195121951219,0.048458149779735685,0.024963289280469897,0.023494860499265784,0.08356164383561644,0.04246575342465753,0.0410958904109589,0.9708029197080292,0.9692307692307692,0.9722222222222222
CRI_000060,2014,0.9985119047619048,0.997093023255814,1.0,0.001488095238095238,0.001488095238095238,0.0,0.02092675635276532,0.014947683109118086,0.005979073243647235,1.0,1.0,1.0
CRI_000210,2014,0.9906621392190152,0.9900166389351082,0.9913344887348353,0.00933786078098472,0.0050933786078098476,0.004244482173174873,0.014358108108108109,0.007601351351351352,0.006756756756756757,0.9955357142857143,0.9918032786885246,1.0
CRI_000191,2014,0.9719251336898396,0.9759358288770054,0.9679144385026738,0.02807486631016043,0.012032085561497326,0.016042780748663103,0.023529411764705882,0.01045751633986928,0.013071895424836602,1.0,1.0,1.0
CRI_000856,2014,0.9009146341463414,0.8928571428571429,0.909375,0.09908536585365854,0.054878048780487805,0.04420731707317073,0.03162650602409638,0.024096385542168676,0.007530120481927711,0.81,0.8333333333333334,0.782608695652174
CRI_000107,2014,0.9287925696594427,0.9129032258064517,0.9434523809523809,0.07120743034055728,0.04179566563467492,0.029411764705882353,0.014814814814814815,0.008888888888888889,0.005925925925925926,1.0,1.0,1.0
CRI_002169,2014,0.9694915254237289,0.9671052631578947,0.972027972027972,0.030508474576271188,0.01694915254237288,0.013559322033898305,0.015517241379310345,0.0,0.015517241379310345,0.9907407407407407,1.0,0.9807692307692307
CRI_000206,2014,0.9067524115755627,0.8903803131991052,0.9218106995884774,0.0932475884244373,0.05251875669882101,0.04072883172561629,0.031315240083507306,0.026096033402922755,0.005219206680584551,0.9936305732484076,0.9861111111111112,1.0
CRI_000055,2014,0.9285714285714286,0.9290540540540541,0.9279661016949152,0.07142857142857142,0.039473684210526314,0.03195488721804511,0.0299625468164794,0.024344569288389514,0.0056179775280898875,0.9897959183673469,0.98,1.0
CRI_001797,2014,0.9849624060150376,0.9906976744186047,0.9782608695652174,0.015037593984962405,0.005012531328320802,0.010025062656641603,0.015151515151515152,0.012626262626262626,0.0025252525252525255,1.0,1.0,1.0
CRI_001891,2014,0.9747899159663865,0.9559228650137741,0.9943019943019943,0.025210084033613446,0.022408963585434174,0.0028011204481792717,0.05298913043478261,0.02309782608695652,0.029891304347826088,1.0,1.0,1.0
CRI_000026,2014,0.9551515151515152,0.943069306930693,0.9667458432304038,0.044848484848484846,0.027878787878787878,0.01696969696969697,0.01674641148325359,0.009569377990430622,0.007177033492822967,0.992,0.9841269841269841,1.0
CRI_001407,2014,0.9928698752228164,0.994535519125683,0.9912739965095986,0.0071301247771836,0.00267379679144385,0.004456327985739751,0.014977973568281937,0.00881057268722467,0.006167400881057269,1.0,1.0,1.0
CRI_001780,2014,0.9643435980551054,0.9680511182108626,0.9605263157894737,0.03565640194489465,0.01620745542949757,0.019448946515397084,0.03164556962025317,0.011075949367088608,0.020569620253164556,1.0,1.0,1.0
CRI_001211,2014,0.955595026642984,0.954225352112676,0.956989247311828,0.04440497335701599,0.023090586145648313,0.021314387211367674,0.03327495621716287,0.01576182136602452,0.017513134851138354,0.9878048780487805,1.0,0.967741935483871
CRI_000020,2014,0.8384180790960452,0.8267898383371824,0.8495575221238938,0.1615819209039548,0.0847457627118644,0.0768361581920904,0.011467889908256881,0.0045871559633027525,0.006880733944954129,0.9490445859872612,0.95,0.948051948051948
CRI_002279,2014,0.9982698961937716,1.0,0.9966329966329966,0.0017301038062283738,0.0,0.0017301038062283738,0.015517241379310345,0.006896551724137931,0.008620689655172414,1.0,1.0,1.0
CRI_001760,2014,0.9880239520958084,0.9875,0.9885057471264368,0.011976047904191617,0.005988023952095809,0.005988023952095809,0.021148036253776436,0.015105740181268883,0.006042296072507553,1.0,1.0,1.0
CRI_002372,2014,0.8561484918793504,0.8589211618257261,0.8526315789473684,0.14385150812064965,0.07888631090487239,0.06496519721577726,0.07268722466960352,0.03303964757709251,0.039647577092511016,0.8615384615384616,0.8648648648648649,0.8571428571428571
CRI_000089,2014,0.9019396551724138,0.9006479481641468,0.9032258064516129,0.0980603448275862,0.04956896551724138,0.04849137931034483,0.05257731958762887,0.021649484536082474,0.030927835051546393,0.9931972789115646,0.987012987012987,1.0
CRI_000095,2014,0.9628610729023384,0.9577836411609498,0.9683908045977011,0.037138927097661624,0.02200825309491059,0.015130674002751032,0.07003891050583658,0.03761348897535668,0.0324254215304799,1.0,1.0,1.0
CRI_001860,2014,0.9841726618705036,0.9773371104815864,0.9912280701754386,0.015827338129496403,0.011510791366906475,0.004316546762589928,0.04027777777777778,0.02638888888888889,0.013888888888888888,1.0,1.0,1.0
CRI_000242,2014,0.894478527607362,0.8490566037735849,0.9437340153452686,0.10552147239263804,0.0785276073619632,0.026993865030674847,0.010817307692307692,0.006009615384615385,0.004807692307692308,1.0,1.0,1.0
CRI_000768,2014,0.9559471365638766,0.9353448275862069,0.9774774774774775,0.04405286343612335,0.03303964757709251,0.011013215859030838,0.032188841201716736,0.015021459227467811,0.017167381974248927,1.0,1.0,1.0
CRI_000833,2014,0.9464442493415277,0.9327433628318584,0.9599303135888502,0.053555750658472345,0.033362598770851626,0.02019315188762072,0.018949181739879414,0.006029285099052541,0.012919896640826873,1.0,1.0,1.0
CRI_003865,2014,0.9679572763684913,0.9639175257731959,0.9722991689750693,0.03204272363150868,0.018691588785046728,0.01335113484646195,0.02734375,0.010416666666666666,0.016927083333333332,1.0,1.0,1.0
CRI_001772,2014,0.9879807692307693,0.9851485148514851,0.9906542056074766,0.01201923076923077,0.007211538461538462,0.004807692307692308,0.03076923076923077,0.023668639053254437,0.007100591715976331,1.0,1.0,1.0
CRI_000916,2014,0.9642248722316865,0.9688473520249221,0.9586466165413534,0.03577512776831346,0.017035775127768313,0.018739352640545145,0.013769363166953529,0.0,0.013769363166953529,1.0,1.0,1.0
CRI_000123,2014,0.9812382739212008,0.9884169884169884,0.9744525547445255,0.01876172607879925,0.005628517823639775,0.013133208255159476,0.026365348399246705,0.011299435028248588,0.015065913370998116,0.9866666666666667,1.0,0.9761904761904762
CRI_000061,2014,0.9155629139072847,0.9050847457627119,0.9255663430420712,0.08443708609271523,0.046357615894039736,0.0380794701986755,0.019834710743801654,0.003305785123966942,0.01652892561983471,0.8611111111111112,0.8979591836734694,0.8305084745762712
CRI_001361,2014,0.9855670103092784,0.9920948616600791,0.978448275862069,0.01443298969072165,0.004123711340206186,0.010309278350515464,0.02663934426229508,0.018442622950819672,0.00819672131147541,1.0,1.0,1.0
CRI_000027,2014,0.9690501600853789,0.9652351738241309,0.9732142857142857,0.030949839914621132,0.01814300960512273,0.012806830309498399,0.025396825396825397,0.013756613756613757,0.01164021164021164,1.0,1.0,1.0
CRI_000106,2014,0.9527326440177253,0.9604863221884499,0.9454022988505747,0.047267355982274745,0.019202363367799114,0.028064992614475627,0.017777777777777778,0.005925925925925926,0.011851851851851851,0.9719626168224299,0.9838709677419355,0.9555555555555556
CRI_001413,2014,0.9775112443778111,0.9819819819819819,0.9730538922155688,0.022488755622188907,0.008995502248875561,0.013493253373313344,0.026587887740029542,0.01624815361890694,0.0103397341211226,0.9906542056074766,0.9803921568627451,1.0
CRI_003694,2014,0.9598765432098766,0.9487951807228916,0.9715189873417721,0.040123456790123455,0.026234567901234566,0.013888888888888888,0.015432098765432098,0.004629629629629629,0.010802469135802469,1.0,1.0,1.0
CRI_000915,2014,0.9733333333333334,0.960352422907489,0.9865470852017937,0.02666666666666667,0.02,0.006666666666666667,0.030973451327433628,0.02654867256637168,0.004424778761061947,0.9662921348314607,0.9433962264150944,1.0
CRI_000013,2014,0.9691714836223507,0.9515151515151515,0.9852670349907919,0.030828516377649325,0.023121387283236993,0.007707129094412331,0.006782945736434108,0.0048449612403100775,0.001937984496124031,1.0,1.0,1.0
CRI_001507,2014,0.9901960784313726,0.9949494949494949,0.9857142857142858,0.00980392156862745,0.0024509803921568627,0.007352941176470588,0.02650602409638554,0.016867469879518072,0.00963855421686747,1.0,1.0,1.0
CRI_000818,2014,0.9636363636363636,0.9640287769784173,0.9632352941176471,0.03636363636363636,0.01818181818181818,0.01818181818181818,0.03260869565217391,0.010869565217391304,0.021739130434782608,1.0,1.0,1.0
CRI_001726,2014,0.9798994974874372,0.9739413680781759,0.9862068965517241,0.020100502512562814,0.01340033500837521,0.006700167504187605,0.026446280991735537,0.019834710743801654,0.006611570247933884,0.990909090909091,0.9824561403508771,1.0
CRI_001377,2014,0.9688041594454073,0.9577922077922078,0.9814126394052045,0.03119584055459272,0.022530329289428077,0.008665511265164644,0.014084507042253521,0.008802816901408451,0.00528169014084507,0.9705882352941176,0.98,0.9615384615384616
CRI_000738,2014,0.875751503006012,0.8816793893129771,0.869198312236287,0.12424849699398798,0.06212424849699399,0.06212424849699399,0.01616161616161616,0.012121212121212121,0.00404040404040404,0.953125,0.9393939393939394,0.967741935483871
CRI_000764,2014,0.9590163934426229,0.9578313253012049,0.960431654676259,0.040983606557377046,0.022950819672131147,0.018032786885245903,0.0210016155088853,0.008077544426494346,0.012924071082390954,1.0,1.0,1.0
CRI_000044,2014,0.9448094612352168,0.9138381201044387,0.9761904761904762,0.05519053876478318,0.04336399474375821,0.011826544021024968,0.07221542227662178,0.0416156670746634,0.030599755201958383,0.9795918367346939,0.9607843137254902,1.0
CRI_000851,2014,0.9721115537848606,0.967391304347826,0.9778761061946902,0.027888446215139442,0.017928286852589643,0.0099601593625498,0.033073929961089495,0.021400778210116732,0.011673151750972763,1.0,1.0,1.0
CRI_001331,2014,0.9971631205673759,1.0,0.9942857142857143,0.0028368794326241137,0.0,0.0028368794326241137,0.018335684062059238,0.011283497884344146,0.007052186177715092,1.0,1.0,1.0
CRI_000079,2014,0.9868565169769989,0.9811320754716981,0.9931192660550459,0.013143483023001095,0.009857612267250822,0.0032858707557502738,0.032017075773746,0.029882604055496264,0.0021344717182497333,1.0,1.0,1.0
CRI_001449,2014,0.9707241910631741,0.9619883040935673,0.9804560260586319,0.029275808936825885,0.020030816640986132,0.009244992295839754,0.004702194357366771,0.003134796238244514,0.001567398119122257,1.0,1.0,1.0
CRI_002273,2014,0.9584352078239609,0.9454545454545454,0.9735449735449735,0.04156479217603912,0.029339853300733496,0.012224938875305624,0.05128205128205128,0.018648018648018648,0.03263403263403263,1.0,1.0,1.0
CRI_000034,2014,0.9591503267973857,0.9506172839506173,0.96875,0.04084967320261438,0.026143790849673203,0.014705882352941176,0.040880503144654086,0.014150943396226415,0.026729559748427674,1.0,1.0,1.0
CRI_002423,2014,0.9488536155202821,0.9387096774193548,0.9610894941634242,0.05114638447971781,0.03350970017636684,0.01763668430335097,0.02772963604852686,0.005199306759098787,0.022530329289428077,1.0,1.0,1.0
CRI_000104,2014,0.9298245614035088,0.9248826291079812,0.934156378600823,0.07017543859649122,0.03508771929824561,0.03508771929824561,0.019693654266958426,0.01312910284463895,0.006564551422319475,0.8846153846153846,0.896551724137931,0.8775510204081632
CRI_003131,2014,0.8692449355432781,0.8478260869565217,0.8913857677902621,0.13075506445672191,0.07734806629834254,0.053406998158379376,0.08006814310051108,0.05110732538330494,0.028960817717206135,0.9873417721518988,1.0,0.96875
CRI_000934,2014,0.9685157421289355,0.9728915662650602,0.9641791044776119,0.031484257871064465,0.013493253373313344,0.017991004497751123,0.03953147877013177,0.02342606149341142,0.016105417276720352,0.975,0.9838709677419355,0.9655172413793104
CRI_000085,2014,0.7662921348314606,0.7407407407407407,0.7970297029702971,0.23370786516853934,0.14157303370786517,0.09213483146067415,0.022271714922048998,0.015590200445434299,0.0066815144766146995,0.8591549295774648,0.7906976744186046,0.9642857142857143
CRI_000029,2014,0.9785831960461285,0.9808917197452229,0.9761092150170648,0.0214168039538715,0.009884678747940691,0.011532125205930808,0.03482587064676617,0.011608623548922056,0.02321724709784411,0.9841269841269841,1.0,0.9661016949152542
CRI_001126,2014,0.8901869158878505,0.8734693877551021,0.912568306010929,0.10981308411214953,0.07242990654205607,0.037383177570093455,0.03044496487119438,0.0234192037470726,0.00702576112412178,0.8596491228070176,0.8275862068965517,0.8928571428571429
CRI_002948,2014,0.9064885496183206,0.9015151515151515,0.9115384615384615,0.09351145038167939,0.04961832061068702,0.04389312977099236,0.013618677042801557,0.009727626459143969,0.0038910505836575876,1.0,1.0,1.0
CRI_001697,2014,0.9529837251356239,0.9364548494983278,0.9724409448818898,0.04701627486437613,0.034358047016274866,0.012658227848101266,0.020036429872495445,0.007285974499089253,0.012750455373406194,0.9662921348314607,0.9555555555555556,0.9772727272727273
CRI_000790,2014,0.9491255961844197,0.9422492401215805,0.9566666666666667,0.05087440381558029,0.030206677265500796,0.02066772655007949,0.03110419906687403,0.02177293934681182,0.00933125972006221,0.9789473684210527,0.9615384615384616,1.0
CRI_001789,2014,0.9801192842942346,0.9705304518664047,0.9899396378269618,0.019880715705765408,0.014910536779324055,0.004970178926441352,0.004985044865403789,0.0009970089730807576,0.003988035892323031,1.0,1.0,1.0
CRI_003144,2014,0.9976190476190476,1.0,0.9949494949494949,0.002380952380952381,0.0,0.002380952380952381,0.016706443914081145,0.00954653937947494,0.007159904534606206,1.0,1.0,1.0
CRI_002807,2014,0.9819078947368421,0.9741935483870968,0.9899328859060402,0.018092105263157895,0.013157894736842105,0.004934210526315789,0.01461038961038961,0.00974025974025974,0.00487012987012987,1.0,1.0,1.0
CRI_000096,2014,0.8962386511024644,0.9,0.8919667590027701,0.10376134889753567,0.05317769130998703,0.05058365758754864,0.014473684210526316,0.0013157894736842105,0.013157894736842105,0.9739130434782609,1.0,0.9423076923076923
CRI_002244,2014,0.9911816578483245,0.9928571428571429,0.9895470383275261,0.008818342151675485,0.003527336860670194,0.005291005291005291,0.017889087656529516,0.016100178890876567,0.0017889087656529517,1.0,1.0,1.0
CRI_000133,2014,0.9528718703976435,0.9309309309309309,0.9739884393063584,0.047128129602356406,0.033873343151693665,0.013254786450662739,0.04090909090909091,0.025757575757575757,0.015151515151515152,0.9846153846153847,0.9848484848484849,0.984375
CRI_000109,2014,0.9489291598023064,0.9247648902821317,0.9756944444444444,0.051070840197693576,0.039538714991762765,0.011532125205930808,0.059282371294851796,0.0343213728549142,0.0249609984399376,1.0,1.0,1.0
CRI_000070,2014,0.9168539325842696,0.8910891089108911,0.9382716049382716,0.08314606741573034,0.04943820224719101,0.033707865168539325,0.028888888888888888,0.013333333333333334,0.015555555555555555,0.9885057471264368,1.0,0.9777777777777777
CRI_000110,2014,0.9625935162094763,0.9365853658536586,0.9897959183673469,0.03740648379052369,0.032418952618453865,0.004987531172069825,0.015113350125944584,0.005037783375314861,0.010075566750629723,1.0,1.0,1.0
CRI_000813,2014,0.903353057199211,0.887719298245614,0.9234234234234234,0.09664694280078895,0.0631163708086785,0.03353057199211045,0.040697674418604654,0.02131782945736434,0.01937984496124031,0.7926829268292683,0.7142857142857143,0.875
CRI_000784,2014,0.8989169675090253,0.8876146788990825,0.9113924050632911,0.10108303249097472,0.05896510228640193,0.0421179302045728,0.017814726840855107,0.007125890736342043,0.010688836104513063,0.9915254237288136,1.0,0.984375
CRI_000809,2014,0.9566532258064516,0.944547134935305,0.9711751662971175,0.04334677419354839,0.03024193548387097,0.01310483870967742,0.0160481444332999,0.014042126379137413,0.0020060180541624875,0.9825581395348837,0.9772727272727273,0.9880952380952381
CRI_001784,2014,0.9832214765100671,0.9766081871345029,0.9921259842519685,0.016778523489932886,0.013422818791946308,0.003355704697986577,0.02413793103448276,0.013793103448275862,0.010344827586206896,1.0,1.0,1.0
CRI_002141,2014,0.9948630136986302,0.9890909090909091,1.0,0.005136986301369863,0.005136986301369863,0.0,0.02040816326530612,0.011904761904761904,0.008503401360544218,1.0,1.0,1.0
CRI_000154,2014,0.913151364764268,0.8867924528301887,0.9424083769633508,0.08684863523573201,0.05955334987593052,0.02729528535980149,0.02912621359223301,0.014563106796116505,0.014563106796116505,1.0,1.0,1.0
