geo_id,source_id,lby_reliable
LBY_000812,ZA-087,Reliable
LBY_000813,MU-405,Reliable
LBY_000814,WM-333,Reliable
LBY_000815,MA-125,Reliable
LBY_000816,MA-091,Reliable
LBY_000817,GM-061,Reliable
LBY_000818,BI-104,Reliable
LBY_000819,JA-196,Reliable
LBY_000820,TR-054,Reliable
LBY_000821,JA-027,Reliable
LBY_000822,TR-280,Reliable
LBY_000823,BI-183,Reliable
LBY_000824,ZA-182,Reliable
LBY_000825,TR-374,Reliable
LBY_000826,MU-233,Reliable
LBY_000827,TU-006,Reliable
LBY_000828,BI-189,Reliable
LBY_000829,TU-056,Reliable
LBY_000830,BI-139,Reliable
LBY_000831,KU-223,Reliable
LBY_000832,JA-214,Reliable
LBY_000833,GM-003,Reliable
LBY_000834,MO-018,Reliable
LBY_000835,GA-015,Reliable
LBY_000836,KU-222,Reliable
LBY_000837,JA-128,Reliable
LBY_000838,MI-289,Reliable
LBY_000839,WS-020,Reliable
LBY_000840,MI-182,Reliable
LBY_000841,TR-244,Reliable
LBY_000842,TU-093,Reliable
LBY_000843,MI-001,Reliable
LBY_000844,TR-263,Reliable
LBY_000845,SI-077,Reliable
LBY_000846,MU-363,Reliable
LBY_000847,MU-213,Reliable
LBY_000848,MI-281,Reliable
LBY_000849,JU-030,Unrelaible
LBY_000850,JU-028,Reliable
LBY_000851,BI-202,Reliable
LBY_000852,WM-248,Reliable
LBY_000853,MA-097,Reliable
LBY_000854,WM-249,Reliable
LBY_000855,MA-012,Reliable
LBY_000856,MA-154,Reliable
LBY_000857,MI-494,Reliable
LBY_000858,WM-257,Reliable
LBY_000859,MU-120,Reliable
LBY_000860,MI-295,Reliable
LBY_000861,MU-185,Reliable
LBY_000862,MI-005,Reliable
LBY_000863,ZA-192,Reliable
LBY_000864,JA-229,Reliable
LBY_000865,MU-105,Reliable
LBY_000866,ZA-015,Reliable
LBY_000867,MA-200,Reliable
LBY_000868,MA-051,Reliable
LBY_000869,ZA-012,Reliable
LBY_000870,SI-048,Reliable
LBY_000871,MI-127,Reliable
LBY_000872,SI-003,Reliable
LBY_000873,MI-363,Reliable
LBY_000874,BI-146,Reliable
LBY_000875,WM-312,Reliable
LBY_000876,KO-022,Reliable
LBY_000877,TR-522,Reliable
LBY_000878,DA-037,Reliable
LBY_000879,SA-086,Reliable
LBY_000880,SA-017,Reliable
LBY_000881,DA-150,Unrelaible
LBY_000882,WS-042,Reliable
LBY_000883,KU-224,Reliable
LBY_000884,TU-096,Reliable
LBY_000885,WM-064,Reliable
LBY_000886,JA-166,Reliable
LBY_000887,MU-261,Reliable
LBY_000888,MI-130,Reliable
LBY_000889,KU-188,Reliable
LBY_000890,WM-003,Reliable
LBY_000891,BI-170,Unrelaible
LBY_000892,MI-229,Reliable
LBY_000893,MI-290,Unrelaible
LBY_000894,MI-275,Reliable
LBY_000895,MU-265,Reliable
LBY_000896,JA-120,Reliable
LBY_000897,NA-053,Unrelaible
LBY_000898,MU-038,Reliable
LBY_000899,KU-016,Reliable
LBY_000900,NA-076,Reliable
LBY_000901,WM-177,Reliable
LBY_000902,KU-039,Reliable
LBY_000903,BI-524,Reliable
LBY_000904,TR-437,Reliable
LBY_000905,JA-213,Reliable
LBY_000906,TR-389,Reliable
LBY_000907,MI-139,Unrelaible
LBY_000908,TR-175,Reliable
LBY_000909,ZA-151,Reliable
LBY_000910,GA-004,Reliable
LBY_000911,TR-306,Reliable
LBY_000912,JA-129,Reliable
LBY_000913,BI-265,Reliable
LBY_000914,BI-133,Reliable
LBY_000915,WH-050,Reliable
LBY_000916,KU-038,Reliable
LBY_000917,KU-241,Reliable
LBY_000918,ZA-152,Reliable
LBY_000919,ZA-162,Reliable
LBY_000920,JA-085,Reliable
LBY_000921,SI-052,Reliable
LBY_000922,SA-031,Reliable
LBY_000923,BI-504,Reliable
LBY_000924,BI-242,Reliable
LBY_000925,BI-465,Reliable
LBY_000926,BI-056,Reliable
LBY_000927,WS-068,Reliable
LBY_000928,TR-176,Reliable
LBY_000929,MU-277,Reliable
LBY_000930,TR-308,Reliable
LBY_000931,MI-293,Reliable
LBY_000932,KU-235,Reliable
LBY_000933,WM-306,Reliable
LBY_000934,MI-272,Reliable
LBY_000935,NA-087,Reliable
LBY_000936,JA-307,Reliable
LBY_000937,MI-218,Reliable
LBY_000938,SI-082,Unrelaible
LBY_000939,MI-245,Reliable
LBY_000940,AJ-012,Reliable
LBY_000941,KU-192,Reliable
LBY_000942,KU-088,Reliable
LBY_000943,MU-014,Reliable
LBY_000944,MI-267,Reliable
LBY_000945,MI-521,Reliable
LBY_000946,MA-136,Reliable
LBY_000947,BI-222,Unrelaible
LBY_000948,ZA-006,Reliable
LBY_000949,GM-182,Reliable
LBY_000950,JA-103,Reliable
LBY_000951,TR-161,Reliable
LBY_000952,SA-090,Reliable
LBY_000953,DA-116,Reliable
LBY_000954,JA-117,Reliable
LBY_000955,MI-157,Reliable
LBY_000956,TR-517,Reliable
LBY_000957,WA-001,Reliable
LBY_000958,JA-313,Reliable
LBY_000959,JA-337,Reliable
LBY_000960,MU-178,Reliable
LBY_000961,MI-194,Reliable
LBY_000962,WS-051,Reliable
LBY_000963,DA-103,Reliable
LBY_000964,DA-168,Reliable
LBY_000965,MU-146,Reliable
LBY_000966,BI-136,Reliable
LBY_000967,KU-074,Reliable
LBY_000968,GM-006,Reliable
LBY_000969,MI-084,Reliable
LBY_000970,TR-141,Reliable
LBY_000971,WM-344,Reliable
LBY_000972,MI-286,Reliable
LBY_000973,MI-458,Reliable
LBY_000974,KU-013,Reliable
LBY_000975,MA-149,Reliable
LBY_000976,WM-034,Reliable
LBY_000977,SI-061,Reliable
LBY_000978,GM-048,Reliable
LBY_000979,MI-254,Reliable
LBY_000980,MA-106,Reliable
LBY_000981,WS-066,Reliable
LBY_000982,GM-214,Reliable
LBY_000983,MA-222,Reliable
LBY_000984,GA-006,Reliable
LBY_000985,JA-192,Reliable
LBY_000986,KO-023,Reliable
LBY_000987,WM-376,Reliable
LBY_000988,TU-029,Reliable
LBY_000989,AJ-006,Reliable
LBY_000990,JA-051,Reliable
LBY_000991,ZA-177,Reliable
LBY_000992,ZA-154,Reliable
LBY_000993,MI-154,Reliable
LBY_000994,MI-492,Reliable
LBY_000995,NA-013,Reliable
LBY_000996,ZA-105,Reliable
LBY_000997,WH-048,Reliable
LBY_000998,DA-147,Reliable
LBY_000999,JA-005,Unrelaible
LBY_001000,DA-034,Reliable
LBY_001001,MA-052,Reliable
LBY_001002,SA-083,Reliable
LBY_001003,KU-015,Reliable
LBY_001004,TR-379,Reliable
LBY_001005,TR-499,Unrelaible
LBY_001006,ZA-156,Reliable
LBY_001007,BI-155,Reliable
LBY_001008,MA-202,Reliable
LBY_001009,MA-055,Reliable
LBY_001010,MA-211,Reliable
LBY_001011,BI-237,Reliable
LBY_001012,JA-270,Reliable
LBY_001013,NA-052,Reliable
LBY_001014,MI-531,Reliable
LBY_001015,KU-218,Reliable
LBY_001016,TR-403,Reliable
LBY_001017,TR-359,Reliable
LBY_001018,MI-441,Reliable
LBY_001019,TR-145,Reliable
LBY_001020,MI-039,Reliable
LBY_001021,DA-137,Reliable
LBY_001022,DA-013,Reliable
LBY_001023,KU-189,Reliable
LBY_001024,MI-440,Reliable
LBY_001025,WS-011,Reliable
LBY_001026,TR-368,Reliable
LBY_001027,MI-501,Reliable
LBY_001028,TR-320,Reliable
LBY_001029,MU-035,Reliable
LBY_001030,TR-546,Reliable
LBY_001031,TR-397,Reliable
LBY_001032,GA-022,Reliable
LBY_001033,KU-168,Reliable
LBY_001034,MU-237,Reliable
LBY_001035,WM-149,Reliable
LBY_001036,KU-314,Reliable
LBY_001037,MI-004,Reliable
LBY_001038,BI-042,Reliable
LBY_001039,GM-193,Reliable
LBY_001040,MI-469,Unrelaible
LBY_001041,GM-019,Reliable
LBY_001042,JA-189,Reliable
LBY_001043,MA-013,Reliable
LBY_001044,WA-011,Reliable
LBY_001045,WM-409,Reliable
LBY_001046,MU-201,Reliable
LBY_001047,MI-106,Reliable
LBY_001048,WM-280,Reliable
LBY_001049,SA-042,Reliable
LBY_001050,SA-093,Unrelaible
LBY_001051,MU-248,Reliable
LBY_001052,WM-383,Reliable
LBY_001053,SI-056,Reliable
LBY_001054,MI-147,Reliable
LBY_001055,WH-032,Reliable
LBY_001056,TR-464,Unrelaible
LBY_001057,ZA-071,Reliable
LBY_001058,JA-185,Reliable
LBY_001059,WM-326,Reliable
LBY_001060,DA-179,Reliable
LBY_001061,NA-086,Reliable
LBY_001062,TR-153,Reliable
LBY_001063,TU-001,Reliable
LBY_001064,TR-040,Reliable
LBY_001065,DA-002,Reliable
LBY_001066,TR-177,Reliable
LBY_001067,ZA-196,Reliable
LBY_001068,MU-137,Reliable
LBY_001069,WS-031,Reliable
LBY_001070,MI-227,Reliable
LBY_001071,WM-118,Reliable
LBY_001072,MI-265,Reliable
LBY_001073,KU-124,Reliable
LBY_001074,WM-100,Reliable
LBY_001075,MO-066,Reliable
LBY_001076,MO-111,Reliable
LBY_001077,GM-034,Reliable
LBY_001078,KU-121,Reliable
LBY_001079,KU-123,Reliable
LBY_001080,KU-122,Reliable
LBY_001081,KU-267,Reliable
LBY_001082,KU-265,Unrelaible
LBY_001083,SA-010,Reliable
LBY_001084,TU-121,Reliable
LBY_001085,DA-048,Reliable
LBY_001086,TR-254,Reliable
LBY_001087,BI-112,Reliable
LBY_001088,MA-105,Reliable
LBY_001089,ZA-150,Reliable
LBY_001090,MU-232,Reliable
LBY_001091,JA-041,Reliable
LBY_001092,MA-063,Reliable
LBY_001093,ZA-014,Reliable
LBY_001094,MI-082,Reliable
LBY_001095,WM-305,Reliable
LBY_001096,SI-071,Reliable
LBY_001097,WM-060,Reliable
LBY_001098,WS-029,Reliable
LBY_001099,TR-393,Reliable
LBY_001100,JU-029,Reliable
LBY_001101,MU-230,Reliable
LBY_001102,MU-062,Reliable
LBY_001103,KU-099,Reliable
LBY_001104,KO-021,Unrelaible
LBY_001105,MI-331,Reliable
LBY_001106,JA-174,Reliable
LBY_001107,KU-073,Reliable
LBY_001108,AJ-040,Reliable
LBY_001109,TU-033,Reliable
LBY_001110,JA-014,Reliable
LBY_001111,MI-460,Reliable
LBY_001112,JA-008,Reliable
LBY_001113,JA-127,Reliable
LBY_001114,KU-278,Reliable
LBY_001115,TR-277,Reliable
LBY_001116,NA-064,Reliable
LBY_001117,NA-063,Reliable
LBY_001118,MU-223,Reliable
LBY_001119,JA-063,Reliable
LBY_001120,WM-389,Reliable
LBY_001121,SA-025,Reliable
LBY_001122,JA-060,Reliable
LBY_001123,GM-005,Reliable
LBY_001124,MU-043,Reliable
LBY_001125,BI-258,Reliable
LBY_001126,MI-385,Reliable
LBY_001127,TR-465,Reliable
LBY_001128,MU-198,Reliable
LBY_001129,DA-152,Reliable
LBY_001130,DA-041,Reliable
LBY_001131,TR-162,Reliable
LBY_001132,TU-110,Reliable
LBY_001133,KU-103,Reliable
LBY_001134,NA-007,Reliable
LBY_001135,SA-081,Reliable
LBY_001136,MI-014,Reliable
LBY_001137,AJ-010,Reliable
LBY_001138,TR-043,Reliable
LBY_001139,MI-201,Reliable
LBY_001140,SA-008,Reliable
LBY_001141,WM-036,Reliable
LBY_001142,MU-064,Unrelaible
LBY_001143,KU-250,Reliable
LBY_001144,NA-122,Reliable
LBY_001145,WS-040,Reliable
LBY_001146,SI-049,Reliable
LBY_001147,DA-084,Reliable
LBY_001148,MI-088,Reliable
LBY_001149,WM-065,Reliable
LBY_001150,WM-314,Reliable
LBY_001151,GM-031,Reliable
LBY_001152,JA-034,Reliable
LBY_001153,NA-020,Unrelaible
LBY_001154,TR-532,Reliable
LBY_001155,KU-019,Reliable
LBY_001156,KU-017,Reliable
LBY_001157,MI-259,Reliable
LBY_001158,BI-499,Reliable
LBY_001159,BI-224,Reliable
LBY_001160,WS-036,Reliable
LBY_001161,ZA-161,Reliable
LBY_001162,TR-029,Reliable
LBY_001163,SI-047,Reliable
LBY_001164,WM-037,Reliable
LBY_001165,TR-503,Reliable
LBY_001166,WM-315,Reliable
LBY_001167,MI-358,Reliable
LBY_001168,TR-044,Reliable
LBY_001169,WM-408,Reliable
LBY_001170,MA-071,Reliable
LBY_001171,MI-422,Reliable
LBY_001172,MI-271,Reliable
LBY_001173,DA-012,Reliable
LBY_001174,TU-088,Reliable
LBY_001175,DA-104,Reliable
LBY_001176,MI-353,Reliable
LBY_001177,ZA-106,Reliable
LBY_001178,GM-206,Reliable
LBY_001179,GM-037,Reliable
LBY_001180,WM-307,Reliable
LBY_001181,JU-019,Reliable
LBY_001182,WH-015,Reliable
LBY_001183,JA-172,Reliable
LBY_001184,JA-140,Reliable
LBY_001185,TR-488,Reliable
LBY_001186,TU-014,Reliable
LBY_001187,SA-046,Reliable
LBY_001188,WM-061,Reliable
LBY_001189,WS-009,Unrelaible
LBY_001190,BI-201,Reliable
LBY_001191,MA-128,Reliable
LBY_001192,GM-016,Reliable
LBY_001193,GM-191,Reliable
LBY_001194,SI-072,Reliable
LBY_001195,KU-126,Reliable
LBY_001196,MU-421,Reliable
LBY_001197,TU-078,Reliable
LBY_001198,TR-195,Reliable
LBY_001199,GM-081,Reliable
LBY_001200,KU-084,Reliable
LBY_001201,WM-066,Reliable
LBY_001202,KU-083,Reliable
LBY_001203,ZA-034,Reliable
LBY_001204,WM-375,Reliable
LBY_001205,NA-067,Reliable
LBY_001206,MI-549,Reliable
LBY_001207,MI-525,Reliable
LBY_001208,SA-026,Reliable
LBY_001209,WM-390,Reliable
LBY_001210,BI-503,Unrelaible
LBY_001211,NA-006,Reliable
LBY_001212,BI-241,Reliable
LBY_001213,KU-193,Reliable
LBY_001214,ZA-163,Reliable
LBY_001215,GM-047,Reliable
LBY_001216,WM-134,Reliable
LBY_001217,KO-006,Reliable
LBY_001218,MI-160,Reliable
LBY_001219,MI-268,Reliable
LBY_001220,JA-066,Reliable
LBY_001221,JA-067,Reliable
LBY_001222,MI-414,Unrelaible
LBY_001223,MI-166,Reliable
LBY_001224,JA-277,Reliable
LBY_001225,SA-009,Reliable
LBY_001226,SA-082,Reliable
LBY_001227,JU-007,Reliable
LBY_001228,BI-143,Reliable
LBY_001229,BI-480,Reliable
LBY_001230,KU-012,Reliable
LBY_001231,MI-216,Reliable
LBY_001232,WH-007,Reliable
LBY_001233,SI-034,Reliable
LBY_001234,MA-098,Reliable
LBY_001235,JA-256,Reliable
LBY_001236,KU-029,Reliable
LBY_001237,GM-194,Reliable
LBY_001238,GM-020,Reliable
LBY_001239,AJ-086,Reliable
LBY_001240,TR-285,Reliable
LBY_001241,MI-253,Reliable
LBY_001242,ZA-040,Reliable
LBY_001243,SA-088,Reliable
LBY_001244,SA-022,Reliable
LBY_001245,MU-164,Reliable
LBY_001246,JA-097,Reliable
LBY_001247,MI-294,Reliable
LBY_001248,BI-264,Reliable
LBY_001249,NA-024,Reliable
LBY_001250,WS-025,Reliable
LBY_001251,WS-024,Reliable
LBY_001252,SI-078,Reliable
LBY_001253,MI-029,Reliable
LBY_001254,TU-012,Reliable
LBY_001255,MA-221,Reliable
LBY_001256,ZA-164,Reliable
LBY_001257,DA-095,Reliable
LBY_001258,TR-558,Reliable
LBY_001259,JA-198,Reliable
LBY_001260,BI-093,Reliable
LBY_001261,TR-570,Reliable
LBY_001262,JA-190,Reliable
LBY_001263,MI-134,Reliable
LBY_001264,WM-261,Reliable
LBY_001265,MA-073,Reliable
LBY_001266,ZA-166,Reliable
LBY_001267,KU-140,Reliable
LBY_001268,MI-483,Reliable
LBY_001269,SA-027,Reliable
LBY_001270,TU-049,Reliable
LBY_001271,BI-082,Reliable
LBY_001272,MU-121,Reliable
LBY_001273,NA-051,Reliable
LBY_001274,TR-030,Reliable
LBY_001275,SA-005,Reliable
LBY_001276,TR-264,Reliable
LBY_001277,GM-109,Reliable
LBY_001278,TR-170,Reliable
LBY_001279,BI-083,Reliable
LBY_001280,MA-037,Reliable
LBY_001281,JA-154,Reliable
LBY_001282,SI-040,Reliable
LBY_001283,JA-252,Reliable
LBY_001284,MI-024,Reliable
LBY_001285,WS-067,Reliable
LBY_001286,MA-176,Reliable
LBY_001287,MI-526,Reliable
LBY_001288,MA-165,Reliable
LBY_001289,MA-025,Reliable
LBY_001290,MA-100,Reliable
LBY_001291,MA-162,Reliable
LBY_001292,WM-189,Reliable
LBY_001293,MA-138,Reliable
LBY_001294,MA-033,Reliable
LBY_001295,MA-137,Reliable
LBY_001296,BI-197,Reliable
LBY_001297,JA-086,Reliable
LBY_001298,SA-055,Reliable
LBY_001299,JA-025,Reliable
LBY_001300,MA-101,Reliable
LBY_001301,ZA-039,Reliable
LBY_001302,MA-072,Reliable
LBY_001303,TR-164,Reliable
LBY_001304,TR-021,Reliable
LBY_001305,MO-023,Reliable
LBY_001306,MU-318,Reliable
LBY_001307,JA-162,Reliable
LBY_001308,MU-362,Reliable
LBY_001309,BI-086,Reliable
LBY_001310,JA-152,Reliable
LBY_001311,JA-114,Reliable
LBY_001312,JA-094,Reliable
LBY_001313,JA-095,Reliable
LBY_001314,WM-067,Reliable
LBY_001315,JA-121,Reliable
LBY_001316,JA-284,Reliable
LBY_001317,GM-143,Reliable
LBY_001318,WA-019,Reliable
LBY_001319,TR-238,Reliable
LBY_001320,MI-421,Reliable
LBY_001321,WM-178,Reliable
LBY_001322,MU-159,Reliable
LBY_001323,TR-358,Reliable
LBY_001324,ZA-227,Reliable
LBY_001325,NA-017,Reliable
LBY_001326,MA-192,Reliable
LBY_001327,MA-032,Reliable
LBY_001328,MI-257,Reliable
LBY_001329,MU-171,Reliable
LBY_001330,MA-123,Reliable
LBY_001331,MA-217,Reliable
LBY_001332,GM-085,Reliable
LBY_001333,JA-087,Reliable
LBY_001334,MA-122,Reliable
LBY_001335,ZA-037,Reliable
LBY_001336,MI-530,Reliable
LBY_001337,DA-038,Reliable
LBY_001338,WM-009,Reliable
LBY_001339,DA-151,Reliable
LBY_001340,MA-212,Reliable
LBY_001341,WM-110,Reliable
LBY_001342,MA-054,Reliable
LBY_001343,WM-316,Reliable
LBY_001344,MA-201,Reliable
LBY_001345,DA-125,Reliable
LBY_001346,MA-004,Reliable
LBY_001347,MU-087,Reliable
LBY_001348,JA-133,Reliable
LBY_001349,JA-046,Reliable
LBY_001350,TU-095,Reliable
LBY_001351,MI-089,Reliable
LBY_001352,MI-060,Reliable
LBY_001353,GM-083,Reliable
LBY_001354,MA-161,Reliable
LBY_001355,MA-081,Reliable
LBY_001356,DA-085,Reliable
LBY_001357,MA-174,Reliable
LBY_001358,SI-032,Reliable
LBY_001359,DA-078,Reliable
LBY_001360,WM-199,Reliable
LBY_001361,MU-226,Reliable
LBY_001362,MA-092,Reliable
LBY_001363,NA-050,Reliable
LBY_001364,WM-198,Reliable
LBY_001365,BI-484,Reliable
LBY_001366,BI-164,Reliable
LBY_001367,TU-105,Reliable
LBY_001368,MI-055,Reliable
LBY_001369,MA-107,Reliable
LBY_001370,WM-220,Reliable
LBY_001371,TU-106,Reliable
LBY_001372,MA-210,Reliable
LBY_001373,MA-103,Reliable
LBY_001374,MA-050,Reliable
LBY_001375,MA-199,Reliable
LBY_001376,MA-049,Reliable
LBY_001377,MA-198,Reliable
LBY_001378,KU-162,Reliable
LBY_001379,DA-175,Reliable
LBY_001380,DA-120,Reliable
LBY_001381,MA-070,Reliable
LBY_001382,JA-248,Reliable
LBY_001383,WM-010,Reliable
LBY_001384,MI-491,Reliable
LBY_001385,BI-245,Reliable
LBY_001386,SA-068,Reliable
LBY_001387,SA-104,Reliable
LBY_001388,TR-405,Reliable
LBY_001389,MI-378,Reliable
LBY_001390,WM-038,Reliable
LBY_001391,WM-040,Reliable
LBY_001392,NA-105,Reliable
LBY_001393,TU-065,Reliable
LBY_001394,BI-268,Reliable
LBY_001395,KU-139,Reliable
LBY_001396,MU-069,Reliable
LBY_001397,ZA-231,Reliable
LBY_001398,ZA-228,Reliable
LBY_001399,ZA-009,Reliable
LBY_001400,BI-244,Reliable
LBY_001401,BI-505,Reliable
LBY_001402,MA-166,Reliable
LBY_001403,MA-042,Reliable
LBY_001404,WM-135,Reliable
LBY_001405,MA-006,Reliable
LBY_001406,ZA-038,Reliable
LBY_001407,TU-051,Reliable
LBY_001408,TU-052,Unrelaible
LBY_001409,MI-256,Reliable
LBY_001410,TR-383,Reliable
LBY_001411,WS-010,Reliable
LBY_001412,KU-138,Reliable
LBY_001413,MI-169,Reliable
LBY_001414,WM-180,Reliable
LBY_001415,WM-179,Reliable
LBY_001416,AJ-011,Reliable
LBY_001417,NA-025,Reliable
LBY_001418,MA-156,Reliable
LBY_001419,MU-270,Reliable
LBY_001420,TR-137,Reliable
LBY_001421,MU-172,Reliable
LBY_001422,TR-265,Reliable
LBY_001423,SA-071,Reliable
LBY_001424,MI-481,Reliable
LBY_001425,MU-055,Reliable
LBY_001426,BI-233,Reliable
LBY_001427,GM-015,Reliable
LBY_001428,WM-111,Reliable
LBY_001429,JA-249,Reliable
LBY_001430,TR-266,Reliable
LBY_001431,TU-047,Reliable
LBY_001432,MI-198,Reliable
LBY_001433,MI-151,Reliable
LBY_001434,MI-150,Reliable
LBY_001435,MU-158,Reliable
LBY_001436,MI-079,Reliable
LBY_001437,MU-263,Reliable
LBY_001438,MA-079,Reliable
LBY_001439,WS-023,Reliable
LBY_001440,WM-244,Reliable
LBY_001441,BI-492,Reliable
LBY_001442,KU-033,Reliable
LBY_001443,BI-198,Reliable
LBY_001444,BI-142,Reliable
LBY_001445,MU-394,Reliable
LBY_001446,MU-247,Reliable
LBY_001447,WH-013,Reliable
LBY_001448,KU-104,Reliable
LBY_001449,MO-058,Reliable
LBY_001450,SA-032,Reliable
LBY_001451,WM-169,Reliable
LBY_001452,MU-106,Reliable
LBY_001453,GM-208,Unrelaible
LBY_001454,ZA-115,Reliable
LBY_001455,GM-040,Reliable
LBY_001456,MI-061,Reliable
LBY_001457,MI-472,Reliable
LBY_001458,TR-461,Reliable
LBY_001459,DA-004,Reliable
LBY_001460,MO-001,Reliable
LBY_001461,BI-461,Reliable
LBY_001462,BI-047,Unrelaible
LBY_001463,WM-412,Reliable
LBY_001464,BI-474,Reliable
LBY_001465,BI-096,Reliable
LBY_001466,JA-029,Reliable
LBY_001467,JA-038,Reliable
LBY_001468,TU-028,Reliable
LBY_001469,NA-021,Reliable
LBY_001470,MU-021,Reliable
LBY_001471,TR-564,Reliable
LBY_001472,TR-036,Reliable
LBY_001473,SI-107,Reliable
LBY_001474,KU-270,Reliable
LBY_001475,MI-416,Reliable
LBY_001476,DA-036,Reliable
LBY_001477,DA-149,Reliable
LBY_001478,MU-235,Reliable
LBY_001479,TR-047,Reliable
LBY_001480,MU-310,Reliable
LBY_001481,BI-450,Reliable
LBY_001481,BI-450,Reliable
LBY_001482,BI-501,Reliable
LBY_001483,BI-238,Reliable
LBY_001484,SA-062,Reliable
LBY_001485,SA-100,Reliable
LBY_001486,TR-183,Reliable
LBY_001487,BI-173,Reliable
LBY_001488,MI-314,Reliable
LBY_001489,MI-087,Reliable
LBY_001490,MA-151,Reliable
LBY_001491,BI-175,Reliable
LBY_001492,TR-529,Reliable
LBY_001493,TR-007,Reliable
LBY_001494,TU-045,Reliable
LBY_001495,WH-040,Reliable
LBY_001496,MI-519,Reliable
LBY_001497,WM-163,Reliable
LBY_001498,WH-043,Reliable
LBY_001499,WS-045,Reliable
LBY_001500,SA-013,Reliable
LBY_001501,BI-099,Reliable
LBY_001502,BI-035,Reliable
LBY_001503,DA-139,Reliable
LBY_001504,DA-016,Reliable
LBY_001505,JA-045,Reliable
LBY_001506,MU-378,Reliable
LBY_001507,BI-094,Reliable
LBY_001508,WM-245,Reliable
LBY_001509,WM-136,Reliable
LBY_001510,BI-141,Reliable
LBY_001511,NA-043,Reliable
LBY_001512,BI-044,Reliable
LBY_001513,KU-282,Reliable
LBY_001514,WM-341,Reliable
LBY_001515,KU-022,Reliable
LBY_001516,ZA-031,Reliable
LBY_001517,WS-021,Reliable
LBY_001518,WM-256,Reliable
LBY_001519,BI-507,Reliable
LBY_001520,BI-247,Reliable
LBY_001521,WM-166,Reliable
LBY_001522,MU-298,Unrelaible
LBY_001523,MU-296,Reliable
LBY_001524,KU-118,Reliable
LBY_001525,TR-243,Reliable
LBY_001526,NA-135,Reliable
LBY_001527,TU-043,Reliable
LBY_001528,ZA-204,Reliable
LBY_001529,TR-070,Reliable
LBY_001530,SA-077,Reliable
LBY_001531,SA-002,Reliable
LBY_001532,WM-258,Reliable
LBY_001533,TR-502,Reliable
LBY_001534,AJ-009,Unrelaible
LBY_001535,WS-013,Reliable
LBY_001536,KU-279,Reliable
LBY_001537,ZA-189,Reliable
LBY_001538,GM-162,Reliable
LBY_001539,KU-027,Reliable
LBY_001540,BI-046,Reliable
LBY_001541,MI-514,Reliable
LBY_001542,MI-435,Reliable
LBY_001543,WM-259,Reliable
LBY_001544,JU-006,Reliable
LBY_001545,MO-011,Reliable
LBY_001546,MO-076,Reliable
LBY_001547,MA-093,Reliable
LBY_001548,MI-357,Reliable
LBY_001549,BI-124,Reliable
LBY_001550,BI-479,Reliable
LBY_001551,WH-042,Reliable
LBY_001552,JA-010,Reliable
LBY_001553,MI-518,Reliable
LBY_001554,WS-048,Reliable
LBY_001555,SI-060,Reliable
LBY_001556,MO-062,Reliable
LBY_001557,MO-109,Reliable
LBY_001558,MA-031,Reliable
LBY_001559,JU-005,Reliable
LBY_001560,NA-124,Reliable
LBY_001561,KU-238,Reliable
LBY_001562,MO-028,Reliable
LBY_001563,SI-066,Reliable
LBY_001564,MA-068,Reliable
LBY_001565,JA-020,Reliable
LBY_001566,MI-269,Reliable
LBY_001567,BI-231,Reliable
LBY_001568,JA-187,Reliable
LBY_001569,TU-026,Reliable
LBY_001570,MA-150,Reliable
LBY_001571,SI-011,Reliable
LBY_001572,TR-566,Reliable
LBY_001573,MU-003,Reliable
LBY_001574,ZA-035,Reliable
LBY_001575,TU-059,Reliable
LBY_001576,TU-057,Reliable
LBY_001577,KU-026,Reliable
LBY_001578,BI-525,Reliable
LBY_001579,GM-027,Reliable
LBY_001580,GM-200,Reliable
LBY_001581,MI-313,Reliable
LBY_001582,SA-021,Reliable
LBY_001583,WM-028,Reliable
LBY_001584,MI-170,Reliable
LBY_001585,MI-282,Reliable
LBY_001586,BI-287,Reliable
LBY_001587,TR-014,Reliable
LBY_001588,JA-079,Reliable
LBY_001589,BI-045,Reliable
LBY_001590,JA-281,Reliable
LBY_001591,MU-280,Reliable
LBY_001592,KU-219,Reliable
LBY_001593,MI-234,Reliable
LBY_001594,JA-153,Reliable
LBY_001595,BI-084,Reliable
LBY_001596,TR-237,Reliable
LBY_001597,TR-535,Reliable
LBY_001598,SI-062,Reliable
LBY_001599,MA-168,Reliable
LBY_001600,JA-157,Reliable
LBY_001601,TR-501,Reliable
LBY_001602,BI-165,Reliable
LBY_001603,MI-262,Reliable
LBY_001604,MI-086,Reliable
LBY_001605,NA-114,Reliable
LBY_001606,WS-017,Reliable
LBY_001607,MU-239,Reliable
LBY_001608,JA-290,Reliable
LBY_001609,WM-397,Reliable
LBY_001610,WM-387,Reliable
LBY_001611,MI-288,Reliable
LBY_001612,KU-184,Reliable
LBY_001613,JA-274,Reliable
LBY_001614,MU-221,Reliable
LBY_001615,MI-475,Reliable
LBY_001616,WM-154,Unrelaible
LBY_001617,WH-012,Reliable
LBY_001618,TR-135,Reliable
LBY_001619,ZA-165,Reliable
LBY_001620,BI-011,Reliable
LBY_001621,JA-291,Reliable
LBY_001622,BI-497,Reliable
LBY_001623,BI-208,Reliable
LBY_001624,GM-188,Reliable
LBY_001625,GM-012,Reliable
LBY_001626,MU-157,Reliable
