geo_id,source_id,lby_reliable
LBY_001627,ZA-160,Reliable
LBY_001628,MI-343,Reliable
LBY_001629,WM-255,Reliable
LBY_001630,MU-177,Reliable
LBY_001631,ZA-001,Reliable
LBY_001632,ZA-194,Reliable
LBY_001633,MU-359,Reliable
LBY_001634,KU-156,Reliable
LBY_001635,ZA-224,Unrelaible
LBY_001636,BI-080,Reliable
LBY_001637,MA-036,Reliable
LBY_001638,ZA-024,Reliable
LBY_001639,MI-188,Reliable
LBY_001640,DA-178,Reliable
LBY_001641,BI-166,Reliable
LBY_001642,TR-148,Reliable
LBY_001643,MI-246,Reliable
LBY_001644,MU-252,Reliable
LBY_001645,JU-003,Reliable
LBY_001646,JU-056,Reliable
LBY_001647,MU-360,Reliable
LBY_001648,MI-021,Reliable
LBY_001649,MI-113,Reliable
LBY_001650,MA-027,Reliable
LBY_001651,MA-078,Reliable
LBY_001652,TR-305,Reliable
LBY_001653,MO-014,Reliable
LBY_001654,MI-448,Reliable
LBY_001655,MI-129,Reliable
LBY_001656,DA-138,Reliable
LBY_001657,DA-015,Reliable
LBY_001658,BI-043,Reliable
LBY_001659,BI-460,Reliable
LBY_001660,TR-262,Reliable
LBY_001661,JA-136,Reliable
LBY_001662,ZA-020,Reliable
LBY_001663,JA-169,Reliable
LBY_001664,JA-197,Reliable
LBY_001665,TR-366,Reliable
LBY_001666,WM-343,Reliable
LBY_001667,MI-263,Reliable
LBY_001668,DA-070,Reliable
LBY_001669,DA-158,Reliable
LBY_001670,KU-154,Reliable
LBY_001671,SI-051,Reliable
LBY_001672,MA-028,Reliable
LBY_001673,MA-190,Reliable
LBY_001674,MA-024,Reliable
LBY_001675,WM-126,Reliable
LBY_001676,MA-030,Reliable
LBY_001677,JA-017,Reliable
LBY_001678,DA-133,Reliable
LBY_001679,MA-077,Reliable
LBY_001680,MA-029,Reliable
LBY_001681,SI-112,Reliable
LBY_001682,MA-142,Unrelaible
LBY_001683,NA-110,Reliable
LBY_001684,MI-093,Reliable
LBY_001685,BI-161,Reliable
LBY_001686,MI-346,Reliable
LBY_001687,TU-032,Reliable
LBY_001688,TU-027,Reliable
LBY_001689,MA-163,Reliable
LBY_001690,BI-098,Reliable
LBY_001691,KU-259,Reliable
LBY_001692,JA-015,Reliable
LBY_001693,ZA-025,Reliable
LBY_001694,BI-485,Reliable
LBY_001695,BI-167,Reliable
LBY_001696,WM-125,Reliable
LBY_001697,WM-309,Unrelaible
LBY_001698,NA-099,Unrelaible
LBY_001699,WM-298,Reliable
LBY_001700,KU-268,Unrelaible
LBY_001701,KU-130,Reliable
LBY_001702,WM-310,Reliable
LBY_001703,ZA-028,Reliable
LBY_001704,MI-347,Reliable
LBY_001705,WM-254,Reliable
LBY_001706,MU-258,Reliable
LBY_001707,MA-209,Reliable
LBY_001708,MA-102,Reliable
LBY_001709,MA-191,Reliable
LBY_001710,DA-148,Reliable
LBY_001711,DA-035,Reliable
LBY_001712,WM-127,Reliable
LBY_001713,MU-267,Reliable
LBY_001714,TU-018,Reliable
LBY_001715,MI-395,Reliable
LBY_001716,SI-109,Reliable
LBY_001717,WM-253,Reliable
LBY_001718,WM-027,Reliable
LBY_001719,BI-138,Reliable
LBY_001720,AJ-025,Reliable
LBY_001721,ZA-158,Reliable
LBY_001722,MI-372,Reliable
LBY_001723,MU-179,Reliable
LBY_001724,MI-423,Reliable
LBY_001725,BI-263,Reliable
LBY_001726,TU-117,Reliable
LBY_001727,NA-121,Reliable
LBY_001728,MU-225,Reliable
LBY_001729,TU-048,Reliable
LBY_001730,KU-132,Reliable
LBY_001731,MU-402,Reliable
LBY_001732,GM-158,Reliable
LBY_001733,MI-091,Reliable
LBY_001734,SI-104,Reliable
LBY_001735,NA-002,Reliable
LBY_001736,MO-012,Reliable
LBY_001737,MU-012,Reliable
LBY_001738,BI-120,Reliable
LBY_001739,MU-367,Reliable
LBY_001740,WM-252,Reliable
LBY_001741,MA-018,Reliable
LBY_001742,TR-260,Reliable
LBY_001743,MI-240,Reliable
LBY_001744,MI-400,Reliable
LBY_001745,MI-449,Reliable
LBY_001746,WM-400,Reliable
LBY_001747,GM-140,Reliable
LBY_001748,MI-419,Reliable
LBY_001749,BI-156,Reliable
LBY_001750,DA-019,Reliable
LBY_001751,GM-064,Unrelaible
LBY_001752,MU-132,Reliable
LBY_001753,ZA-084,Unrelaible
LBY_001754,TR-318,Reliable
LBY_001755,ZA-019,Reliable
LBY_001756,KU-021,Reliable
LBY_001757,GM-090,Reliable
LBY_001758,MA-067,Reliable
LBY_001759,MU-371,Reliable
LBY_001760,TR-490,Reliable
LBY_001761,WM-308,Reliable
LBY_001762,JA-047,Reliable
LBY_001763,WM-088,Reliable
LBY_001764,SA-061,Reliable
LBY_001765,BI-255,Reliable
LBY_001766,BI-511,Reliable
LBY_001767,GM-030,Reliable
LBY_001768,JA-238,Reliable
LBY_001769,WM-176,Reliable
LBY_001770,JA-074,Reliable
LBY_001771,JA-081,Reliable
LBY_001772,KU-128,Reliable
LBY_001773,KU-129,Reliable
LBY_001774,ZA-149,Reliable
LBY_001775,MU-037,Reliable
LBY_001776,MU-283,Reliable
LBY_001777,JA-021,Reliable
LBY_001778,SI-055,Reliable
LBY_001779,KU-215,Unrelaible
LBY_001780,MO-055,Reliable
LBY_001781,MI-307,Reliable
LBY_001782,JA-099,Reliable
LBY_001783,NA-083,Reliable
LBY_001784,BI-262,Reliable
LBY_001785,WM-311,Reliable
LBY_001786,WM-007,Reliable
LBY_001787,TR-150,Reliable
LBY_001788,JA-319,Reliable
LBY_001789,MI-535,Reliable
LBY_001790,BI-512,Reliable
LBY_001791,KU-119,Reliable
LBY_001792,MU-060,Reliable
LBY_001793,WM-360,Reliable
LBY_001794,TR-189,Reliable
LBY_001795,TR-001,Reliable
LBY_001796,AJ-005,Reliable
LBY_001797,DA-073,Reliable
LBY_001798,TR-246,Reliable
LBY_001799,TR-491,Reliable
LBY_001800,AJ-048,Reliable
LBY_001801,DA-122,Reliable
LBY_001802,GM-139,Reliable
LBY_001803,KU-216,Reliable
LBY_001804,MI-041,Reliable
LBY_001805,WM-304,Reliable
LBY_001806,WM-407,Reliable
LBY_001807,TU-041,Reliable
LBY_001808,ZA-173,Reliable
LBY_001809,KU-101,Reliable
LBY_001810,KU-120,Reliable
LBY_001811,SI-094,Reliable
LBY_001812,MU-400,Reliable
LBY_001813,WM-361,Reliable
LBY_001814,JA-096,Reliable
LBY_001815,JA-098,Reliable
LBY_001816,MI-499,Reliable
LBY_001817,MU-416,Reliable
LBY_001818,KU-010,Reliable
LBY_001819,JA-222,Reliable
LBY_001820,TR-053,Reliable
LBY_001821,TR-245,Reliable
LBY_001822,KU-271,Reliable
LBY_001823,MU-418,Reliable
LBY_001824,MU-059,Reliable
LBY_001825,MI-208,Reliable
LBY_001826,WM-208,Reliable
LBY_001827,WA-033,Reliable
LBY_001828,MI-080,Unrelaible
LBY_001829,MI-094,Reliable
LBY_001830,WM-008,Reliable
LBY_001831,TR-102,Reliable
LBY_001832,WH-049,Reliable
LBY_001833,NA-104,Reliable
LBY_001834,MI-081,Reliable
LBY_001835,TR-317,Reliable
LBY_001836,BI-132,Reliable
LBY_001837,JA-089,Reliable
LBY_001838,MI-252,Reliable
LBY_001839,KU-009,Reliable
LBY_001840,TR-052,Reliable
LBY_001841,JA-239,Reliable
LBY_001842,JA-107,Reliable
LBY_001843,MA-189,Reliable
LBY_001844,MA-017,Reliable
LBY_001845,MU-299,Reliable
LBY_001846,MU-202,Reliable
LBY_001847,MU-236,Reliable
LBY_001848,SI-086,Reliable
LBY_001849,JA-240,Reliable
LBY_001850,WM-171,Reliable
LBY_001851,WM-170,Reliable
LBY_001852,WM-173,Reliable
LBY_001853,MU-175,Reliable
LBY_001854,MU-250,Reliable
LBY_001855,MI-261,Reliable
LBY_001856,WS-008,Reliable
LBY_001857,MI-020,Reliable
LBY_001858,TR-504,Reliable
LBY_001859,TU-120,Reliable
LBY_001860,MA-040,Reliable
LBY_001861,MU-231,Reliable
LBY_001862,WM-345,Reliable
LBY_001863,ZA-183,Reliable
LBY_001864,ZA-169,Reliable
LBY_001865,MI-155,Unrelaible
LBY_001866,GM-014,Reliable
LBY_001867,TR-494,Reliable
LBY_001868,WH-011,Reliable
LBY_001869,WM-039,Reliable
LBY_001870,AJ-035,Reliable
LBY_001871,MA-041,Reliable
LBY_001872,JA-024,Reliable
LBY_001873,SI-016,Reliable
LBY_001874,KU-225,Reliable
LBY_001875,WM-137,Unrelaible
LBY_001876,KO-048,Reliable
LBY_001877,JU-068,Unrelaible
LBY_001878,JU-045,Reliable
LBY_001879,KO-018,Reliable
LBY_001880,MI-284,Reliable
LBY_001881,KU-090,Reliable
LBY_001882,WM-319,Reliable
LBY_001883,MI-478,Reliable
LBY_001884,JA-226,Reliable
LBY_001885,SI-033,Reliable
LBY_001886,MI-482,Reliable
LBY_001887,MI-232,Reliable
LBY_001888,JA-223,Reliable
LBY_001889,TR-142,Reliable
LBY_001890,ZA-205,Reliable
LBY_001891,TR-286,Reliable
LBY_001892,DA-017,Reliable
LBY_001893,DA-140,Reliable
LBY_001894,MI-507,Reliable
LBY_001895,WM-138,Reliable
LBY_001896,MI-196,Reliable
LBY_001897,WM-121,Reliable
LBY_001898,WM-318,Reliable
LBY_001899,TR-462,Reliable
LBY_001900,TR-194,Reliable
LBY_001901,BI-182,Reliable
LBY_001902,BI-154,Reliable
LBY_001903,MI-002,Reliable
LBY_001904,SA-028,Reliable
LBY_001905,JA-282,Reliable
LBY_001906,KU-089,Reliable
LBY_001907,ZA-206,Reliable
LBY_001908,WS-049,Reliable
LBY_001909,GM-190,Unrelaible
LBY_001910,NA-012,Reliable
LBY_001911,MI-333,Reliable
LBY_001912,NA-022,Reliable
LBY_001913,TR-505,Reliable
LBY_001914,TR-248,Reliable
LBY_001915,KO-012,Reliable
LBY_001916,ZA-168,Unrelaible
LBY_001917,JA-090,Reliable
LBY_001918,WS-077,Reliable
LBY_001919,MU-030,Reliable
LBY_001920,GM-046,Reliable
LBY_001921,GM-213,Reliable
LBY_001922,ZA-042,Reliable
LBY_001923,MI-214,Reliable
LBY_001924,JA-143,Unrelaible
LBY_001925,SA-007,Reliable
LBY_001926,KU-014,Reliable
LBY_001927,JA-221,Reliable
LBY_001928,KU-226,Reliable
LBY_001929,SA-080,Reliable
LBY_001930,WM-346,Reliable
LBY_001931,MI-459,Reliable
LBY_001932,JA-310,Reliable
LBY_001933,GM-008,Unrelaible
LBY_001934,TR-069,Reliable
LBY_001935,MA-188,Reliable
LBY_001936,KU-220,Reliable
LBY_001937,MA-011,Reliable
LBY_001938,TR-284,Unrelaible
LBY_001939,GM-036,Reliable
LBY_001940,GM-205,Reliable
LBY_001941,JA-043,Reliable
LBY_001942,JA-019,Reliable
LBY_001943,MU-255,Reliable
LBY_001944,MI-110,Reliable
LBY_001945,MU-122,Reliable
LBY_001946,TR-548,Reliable
LBY_001947,ZA-013,Reliable
LBY_001948,MI-342,Reliable
LBY_001949,WM-102,Reliable
LBY_001950,DA-031,Reliable
LBY_001951,JA-049,Reliable
LBY_001952,JA-119,Reliable
LBY_001953,MU-404,Reliable
LBY_001954,SI-103,Reliable
LBY_001955,JA-308,Reliable
LBY_001956,ZA-107,Reliable
LBY_001957,TU-023,Reliable
LBY_001958,SA-064,Reliable
LBY_001959,WS-019,Reliable
LBY_001960,WM-089,Reliable
LBY_001961,JA-285,Reliable
LBY_001962,MO-036,Reliable
LBY_001963,MO-096,Reliable
LBY_001964,WA-021,Reliable
LBY_001965,NA-010,Reliable
LBY_001966,MO-050,Reliable
LBY_001967,MO-102,Reliable
LBY_001968,MU-215,Reliable
LBY_001969,BI-029,Reliable
LBY_001970,BI-455,Reliable
LBY_001971,WH-030,Reliable
LBY_001972,KU-191,Reliable
LBY_001973,TR-169,Reliable
LBY_001974,MO-048,Reliable
LBY_001975,MI-248,Reliable
LBY_001976,WM-262,Reliable
LBY_001977,SI-021,Reliable
LBY_001978,MI-380,Reliable
LBY_001979,MU-256,Reliable
LBY_001980,TR-557,Reliable
LBY_001981,KU-105,Reliable
LBY_001982,ZA-270,Reliable
LBY_001983,MA-003,Reliable
LBY_001984,MU-245,Reliable
LBY_001985,BI-234,Reliable
LBY_001986,MI-473,Reliable
LBY_001987,BI-008,Reliable
LBY_001988,JA-132,Reliable
LBY_001989,JA-230,Reliable
LBY_001990,BI-016,Reliable
LBY_001991,TR-542,Reliable
LBY_001992,WM-093,Reliable
LBY_001993,TU-022,Reliable
LBY_001994,KU-030,Reliable
LBY_001995,MI-205,Reliable
LBY_001996,ZA-074,Reliable
LBY_001997,TR-274,Reliable
LBY_001998,NA-011,Reliable
LBY_001999,TU-060,Reliable
LBY_002000,TU-101,Reliable
LBY_002001,KU-036,Reliable
LBY_002002,MI-212,Reliable
LBY_002003,MO-067,Reliable
LBY_002004,SI-079,Reliable
LBY_002005,KU-087,Reliable
LBY_002006,MA-109,Reliable
LBY_002007,MA-225,Reliable
LBY_002008,MI-100,Reliable
LBY_002009,MA-020,Reliable
LBY_002010,KU-086,Reliable
LBY_002011,MA-195,Reliable
LBY_002012,KU-034,Reliable
LBY_002013,NA-014,Reliable
LBY_002014,MA-044,Reliable
LBY_002015,MU-408,Unrelaible
LBY_002016,MI-365,Reliable
LBY_002017,TR-493,Reliable
LBY_002018,MU-246,Reliable
LBY_002019,MU-383,Reliable
LBY_002020,TR-406,Reliable
LBY_002021,KU-085,Reliable
LBY_002022,TR-182,Reliable
LBY_002023,SI-065,Reliable
LBY_002024,SI-080,Reliable
LBY_002025,NA-057,Reliable
LBY_002026,MI-334,Reliable
LBY_002027,BI-037,Reliable
LBY_002028,MI-162,Reliable
LBY_002029,MA-080,Reliable
LBY_002030,WM-317,Reliable
LBY_002031,WM-124,Reliable
LBY_002032,SI-114,Reliable
LBY_002033,WM-181,Reliable
LBY_002034,SA-045,Reliable
LBY_002035,MI-451,Reliable
LBY_002036,TR-048,Reliable
LBY_002037,KU-134,Reliable
LBY_002038,DA-039,Reliable
LBY_002039,MA-173,Reliable
LBY_002040,TR-526,Reliable
LBY_002041,MI-393,Reliable
LBY_002042,MA-015,Reliable
LBY_002043,KO-015,Reliable
LBY_002044,MO-015,Reliable
LBY_002045,WH-016,Reliable
LBY_002046,MU-116,Reliable
LBY_002047,JA-178,Reliable
LBY_002048,ZA-188,Reliable
LBY_002049,BI-217,Reliable
LBY_002050,TR-066,Reliable
LBY_002051,GM-002,Reliable
LBY_002052,TR-199,Reliable
LBY_002053,ZA-258,Reliable
LBY_002054,MI-156,Reliable
LBY_002055,DA-067,Reliable
LBY_002056,WH-056,Reliable
LBY_002057,MA-118,Reliable
LBY_002058,MA-216,Reliable
LBY_002059,MA-167,Reliable
LBY_002060,JA-272,Reliable
LBY_002061,TR-489,Unrelaible
LBY_002062,KU-245,Reliable
LBY_002063,ZA-159,Reliable
LBY_002064,BI-150,Reliable
LBY_002065,TR-290,Reliable
LBY_002066,SI-019,Reliable
LBY_002067,MU-320,Reliable
LBY_002068,TR-134,Reliable
LBY_002069,JA-023,Unrelaible
LBY_002070,WM-063,Reliable
LBY_002071,KU-076,Reliable
LBY_002072,KU-158,Reliable
LBY_002073,JA-275,Reliable
LBY_002074,SI-044,Reliable
LBY_002075,ZA-007,Unrelaible
LBY_002076,JA-236,Reliable
LBY_002077,GA-229,Reliable
LBY_002078,AJ-029,Reliable
LBY_002079,DA-111,Reliable
LBY_002080,KO-003,Reliable
LBY_002081,KO-043,Reliable
LBY_002082,JA-254,Reliable
LBY_002083,BI-215,Reliable
LBY_002084,MI-383,Reliable
LBY_002085,TR-181,Reliable
LBY_002086,WM-342,Reliable
LBY_002087,BI-106,Reliable
LBY_002088,BI-475,Reliable
LBY_002089,MU-376,Reliable
LBY_002090,TR-013,Reliable
LBY_002091,JA-211,Reliable
LBY_002092,MI-167,Reliable
LBY_002093,SI-074,Reliable
LBY_002094,GM-114,Reliable
LBY_002095,MA-095,Reliable
LBY_002096,JA-175,Reliable
LBY_002097,MO-090,Reliable
LBY_002098,MO-027,Reliable
LBY_002099,MI-524,Reliable
LBY_002100,KU-183,Reliable
LBY_002101,DA-083,Reliable
LBY_002102,ZA-109,Reliable
LBY_002103,MI-184,Reliable
LBY_002104,MU-313,Reliable
LBY_002105,MU-243,Reliable
LBY_002106,ZA-110,Reliable
LBY_002107,ZA-027,Reliable
LBY_002108,JU-008,Reliable
LBY_002109,KU-077,Reliable
LBY_002110,MO-024,Reliable
LBY_002111,MO-087,Reliable
LBY_002112,KU-277,Reliable
LBY_002113,BI-032,Reliable
LBY_002114,BI-101,Reliable
LBY_002115,JA-193,Reliable
LBY_002116,WM-196,Reliable
LBY_002117,ZA-026,Reliable
LBY_002118,BI-070,Reliable
LBY_002119,BI-468,Reliable
LBY_002120,BI-068,Reliable
LBY_002121,TR-520,Reliable
LBY_002122,ZA-195,Reliable
LBY_002123,MI-465,Reliable
LBY_002124,BI-052,Reliable
LBY_002125,BI-463,Reliable
LBY_002126,BI-115,Reliable
LBY_002127,BI-476,Reliable
LBY_002128,DA-118,Reliable
LBY_002129,DA-173,Reliable
LBY_002130,TR-356,Reliable
LBY_002131,WM-104,Reliable
LBY_002132,WM-247,Reliable
LBY_002133,NA-031,Reliable
LBY_002134,GM-225,Reliable
LBY_002135,ZA-022,Reliable
LBY_002136,NA-089,Reliable
LBY_002137,MI-462,Reliable
LBY_002138,KU-131,Reliable
LBY_002139,WM-103,Reliable
LBY_002140,MU-039,Reliable
LBY_002141,ZA-021,Reliable
LBY_002142,MU-134,Reliable
LBY_002143,TR-152,Reliable
LBY_002144,TU-061,Reliable
LBY_002145,WM-195,Reliable
LBY_002146,DA-159,Reliable
LBY_002147,DA-071,Reliable
LBY_002148,KU-133,Reliable
LBY_002149,TU-083,Reliable
LBY_002150,JA-058,Reliable
LBY_002151,TR-179,Reliable
LBY_002152,BI-235,Reliable
LBY_002153,BI-253,Reliable
LBY_002154,DA-069,Reliable
LBY_002155,GM-207,Reliable
LBY_002156,BI-510,Reliable
LBY_002157,GM-038,Reliable
LBY_002158,DA-014,Reliable
LBY_002159,GA-002,Reliable
LBY_002160,ZA-008,Reliable
LBY_002161,AJ-045,Reliable
LBY_002162,WM-193,Reliable
LBY_002163,MU-006,Reliable
LBY_002164,KU-069,Reliable
LBY_002165,TU-020,Reliable
LBY_002166,WM-035,Reliable
LBY_002167,GM-004,Reliable
LBY_002168,ZA-029,Reliable
LBY_002169,BI-243,Reliable
LBY_002170,MI-463,Reliable
LBY_002171,MU-013,Reliable
LBY_002172,BI-058,Reliable
LBY_002173,WS-050,Reliable
LBY_002174,JA-022,Reliable
LBY_002175,BI-168,Reliable
LBY_002176,JA-124,Reliable
LBY_002177,KU-100,Reliable
LBY_002178,JA-202,Reliable
LBY_002179,TR-174,Reliable
LBY_002180,TR-373,Reliable
LBY_002181,WA-010,Reliable
LBY_002182,WM-068,Reliable
LBY_002183,WM-062,Reliable
LBY_002184,ZA-011,Reliable
LBY_002185,MI-528,Reliable
LBY_002186,ZA-203,Reliable
LBY_002187,WS-055,Unrelaible
LBY_002188,SI-046,Reliable
LBY_002189,DA-164,Reliable
LBY_002190,KU-072,Reliable
LBY_002191,WM-109,Reliable
LBY_002192,TU-062,Reliable
LBY_002193,SI-042,Reliable
LBY_002194,ZA-030,Reliable
LBY_002195,JA-207,Reliable
LBY_002196,WM-278,Reliable
LBY_002197,MU-160,Reliable
LBY_002198,MO-068,Reliable
LBY_002199,WM-194,Reliable
LBY_002200,AJ-021,Reliable
LBY_002201,WA-028,Reliable
LBY_002202,BI-097,Reliable
LBY_002203,GM-111,Reliable
LBY_002204,MU-382,Reliable
LBY_002205,KU-041,Reliable
LBY_002206,WM-164,Reliable
LBY_002207,MU-196,Reliable
LBY_002208,ZA-155,Reliable
LBY_002209,TU-055,Reliable
LBY_002210,MA-104,Reliable
LBY_002211,MI-083,Reliable
LBY_002212,TR-409,Reliable
LBY_002213,TU-090,Reliable
LBY_002214,KU-234,Reliable
LBY_002215,JA-035,Unrelaible
LBY_002216,TU-008,Reliable
LBY_002217,ZA-111,Reliable
LBY_002218,JA-112,Reliable
LBY_002219,GM-056,Reliable
LBY_002220,WM-013,Reliable
LBY_002221,WM-001,Reliable
LBY_002222,DA-068,Reliable
LBY_002223,JA-283,Reliable
LBY_002224,TR-375,Reliable
LBY_002225,BI-481,Unrelaible
LBY_002226,MI-493,Reliable
LBY_002227,WM-070,Reliable
LBY_002228,WM-069,Reliable
LBY_002229,WM-072,Reliable
LBY_002230,WM-377,Reliable
LBY_002231,MI-335,Reliable
LBY_002232,MI-105,Reliable
LBY_002233,NA-033,Reliable
LBY_002234,MI-495,Reliable
LBY_002235,MI-543,Reliable
LBY_002236,MI-508,Reliable
LBY_002237,MI-098,Reliable
LBY_002238,JA-194,Reliable
LBY_002239,MI-070,Reliable
LBY_002240,NA-123,Reliable
LBY_002241,JA-338,Reliable
LBY_002242,WM-041,Reliable
LBY_002243,KU-252,Reliable
LBY_002244,WM-116,Reliable
LBY_002245,MU-422,Reliable
LBY_002246,WM-187,Reliable
LBY_002247,SI-073,Reliable
LBY_002248,JA-028,Reliable
LBY_002249,MA-194,Reliable
LBY_002250,MA-043,Reliable
LBY_002251,JA-181,Reliable
LBY_002252,KU-075,Unrelaible
LBY_002253,GM-045,Reliable
LBY_002254,GM-212,Reliable
LBY_002255,MU-048,Reliable
LBY_002256,TR-380,Reliable
LBY_002257,KU-160,Reliable
LBY_002258,JA-033,Reliable
LBY_002259,DA-101,Reliable
LBY_002260,DA-167,Reliable
LBY_002261,MA-039,Reliable
LBY_002262,ZA-070,Reliable
LBY_002263,TR-510,Reliable
LBY_002264,TU-116,Reliable
LBY_002265,TU-113,Reliable
LBY_002266,TR-394,Reliable
LBY_002267,JA-113,Reliable
LBY_002268,MI-186,Reliable
LBY_002269,MA-175,Reliable
LBY_002270,TR-011,Reliable
LBY_002271,MU-195,Reliable
LBY_002272,WM-042,Reliable
LBY_002273,MU-384,Reliable
LBY_002274,NA-101,Reliable
LBY_002275,NA-102,Reliable
LBY_002276,MU-395,Reliable
LBY_002277,WM-071,Reliable
LBY_002278,TU-017,Reliable
LBY_002279,ZA-052,Reliable
LBY_002280,ZA-050,Reliable
LBY_002281,JA-286,Reliable
LBY_002282,TR-294,Reliable
LBY_002283,MI-015,Reliable
LBY_002284,BI-062,Reliable
LBY_002285,WM-051,Reliable
LBY_002286,BI-240,Reliable
LBY_002287,WM-050,Reliable
LBY_002288,WM-405,Reliable
LBY_002289,WM-263,Reliable
LBY_002290,JA-225,Reliable
LBY_002291,BI-076,Reliable
LBY_002292,BI-470,Reliable
LBY_002293,MU-170,Reliable
LBY_002294,KU-042,Reliable
LBY_002295,MI-542,Reliable
LBY_002296,TR-314,Reliable
LBY_002297,TR-401,Reliable
LBY_002298,MA-056,Reliable
LBY_002299,JA-212,Reliable
LBY_002300,DA-062,Reliable
LBY_002301,TR-057,Reliable
LBY_002302,GM-100,Reliable
LBY_002303,ZA-209,Reliable
LBY_002304,SI-012,Reliable
LBY_002305,ZA-208,Reliable
LBY_002306,ZA-046,Reliable
LBY_002307,MI-348,Reliable
LBY_002308,ZA-170,Reliable
LBY_002309,TR-495,Reliable
LBY_002310,MI-016,Reliable
LBY_002311,TR-008,Reliable
LBY_002312,ZA-051,Reliable
LBY_002313,AJ-042,Reliable
LBY_002314,MU-017,Reliable
LBY_002315,MI-233,Reliable
LBY_002316,MU-401,Reliable
LBY_002317,BI-267,Reliable
LBY_002318,KU-091,Reliable
LBY_002319,DA-123,Reliable
LBY_002320,MI-064,Reliable
LBY_002321,GM-077,Reliable
LBY_002322,JA-100,Reliable
LBY_002323,JA-241,Reliable
LBY_002324,MO-115,Reliable
LBY_002325,MO-073,Reliable
LBY_002326,ZA-062,Reliable
LBY_002327,MI-168,Reliable
LBY_002328,JA-144,Reliable
LBY_002329,MO-064,Reliable
LBY_002330,MI-474,Reliable
LBY_002331,MI-479,Reliable
LBY_002332,WH-045,Reliable
LBY_002333,WH-054,Reliable
LBY_002334,ZA-190,Reliable
LBY_002335,JA-039,Reliable
LBY_002336,AJ-014,Reliable
LBY_002337,JA-139,Reliable
LBY_002338,ZA-049,Reliable
LBY_002339,ZA-048,Reliable
LBY_002340,GM-066,Reliable
LBY_002341,GM-009,Reliable
LBY_002342,TU-091,Reliable
LBY_002343,ZA-210,Reliable
LBY_002344,ZA-118,Reliable
LBY_002345,JA-030,Reliable
LBY_002346,JA-312,Reliable
LBY_002347,ZA-047,Reliable
LBY_002348,MI-185,Reliable
LBY_002349,JA-130,Reliable
LBY_002350,JA-156,Reliable
LBY_002351,NA-116,Reliable
LBY_002352,MI-497,Reliable
LBY_002353,KU-143,Reliable
LBY_002354,MA-126,Reliable
LBY_002355,MA-218,Reliable
LBY_002356,BI-517,Reliable
LBY_002357,BI-006,Reliable
LBY_002358,DA-102,Reliable
LBY_002359,BI-144,Reliable
LBY_002360,BI-135,Reliable
LBY_002361,TU-077,Reliable
LBY_002362,TR-242,Reliable
LBY_002363,WS-062,Reliable
LBY_002364,TR-240,Reliable
LBY_002365,TR-395,Unrelaible
LBY_002366,BI-140,Reliable
LBY_002367,MI-311,Reliable
LBY_002368,JA-224,Reliable
LBY_002369,GM-075,Reliable
LBY_002370,KO-047,Reliable
LBY_002371,KO-017,Reliable
LBY_002372,TR-178,Reliable
LBY_002373,DA-057,Reliable
LBY_002374,DA-157,Reliable
LBY_002375,DA-052,Reliable
LBY_002376,ZA-093,Reliable
LBY_002377,MI-544,Reliable
LBY_002378,WM-223,Reliable
LBY_002379,MU-023,Reliable
LBY_002380,BI-100,Reliable
LBY_002381,BI-270,Reliable
LBY_002382,SA-037,Reliable
LBY_002383,ZA-061,Reliable
LBY_002384,MU-366,Reliable
LBY_002385,JA-002,Reliable
LBY_002386,DA-022,Reliable
LBY_002387,DA-142,Reliable
LBY_002388,AJ-016,Reliable
LBY_002389,ZA-114,Reliable
LBY_002390,ZA-094,Reliable
LBY_002391,JU-071,Reliable
LBY_002392,TR-478,Reliable
LBY_002393,KU-008,Reliable
LBY_002394,GM-043,Reliable
LBY_002395,GM-211,Unrelaible
LBY_002396,WM-221,Reliable
LBY_002397,WS-061,Reliable
LBY_002398,MI-137,Reliable
LBY_002399,GM-124,Reliable
LBY_002400,SI-015,Reliable
LBY_002401,JA-217,Reliable
LBY_002402,MU-161,Reliable
LBY_002403,TU-085,Reliable
LBY_002404,NA-097,Reliable
LBY_002405,MU-046,Reliable
LBY_002406,TR-270,Reliable
LBY_002407,ZA-067,Reliable
LBY_002408,WA-037,Reliable
LBY_002409,MI-360,Reliable
LBY_002410,TR-059,Reliable
LBY_002411,TU-092,Reliable
LBY_002412,KU-150,Reliable
LBY_002413,KU-001,Reliable
LBY_002414,MO-098,Reliable
LBY_002415,MO-040,Reliable
LBY_002416,JA-118,Reliable
LBY_002417,NA-045,Reliable
LBY_002418,GM-226,Reliable
LBY_002419,GM-118,Reliable
LBY_002420,TR-471,Reliable
LBY_002421,WM-355,Reliable
LBY_002422,MI-300,Reliable
LBY_002423,DA-153,Reliable
LBY_002424,DA-043,Reliable
LBY_002425,WM-030,Reliable
LBY_002426,DA-060,Reliable
LBY_002427,WA-013,Reliable
LBY_002428,DA-127,Reliable
LBY_002429,NA-079,Reliable
LBY_002430,TU-135,Reliable
LBY_002431,TR-513,Reliable
LBY_002432,JU-017,Reliable
LBY_002433,WM-339,Reliable
LBY_002434,TR-249,Reliable
LBY_002435,JA-227,Reliable
LBY_002436,ZA-137,Reliable
LBY_002437,NA-085,Reliable
LBY_002438,TR-234,Reliable
LBY_002439,MI-172,Reliable
LBY_002440,WS-074,Reliable
LBY_002441,BI-149,Reliable
