geo_id,year,water_basic,water_improved,sanitation_basic,sanitation_sex_separated,handwashing_basic,electricity,internet,internet_type,computers,library
MEX_091561,2013,,,1,1,,1,0,,1,
MEX_126295,2013,,,0,1,,1,1,,1,
MEX_126366,2013,1.0,,1,1,,1,1,,1,
MEX_051037,2013,1.0,,1,1,,1,0,,1,
MEX_126027,2013,1.0,,1,1,,1,1,,1,
MEX_091873,2013,1.0,,1,1,,1,1,,1,
MEX_093144,2013,,,1,1,,1,0,,1,
MEX_093146,2013,1.0,,0,1,,1,1,,0,
MEX_042813,2013,,,0,1,,1,0,,1,
MEX_126236,2013,,,0,1,,1,1,,1,
MEX_035310,2013,1.0,,1,1,,1,1,,1,
MEX_064990,2013,1.0,,0,1,,1,1,,1,
MEX_074854,2013,1.0,,0,0,,1,0,,1,
MEX_051618,2013,1.0,,0,1,,1,0,,1,
MEX_096852,2013,,,1,1,,1,0,,1,
MEX_073534,2013,1.0,,1,1,,1,1,,1,
MEX_064162,2013,1.0,,1,1,,1,1,,1,
MEX_070157,2013,,,1,1,,1,0,,1,
MEX_115921,2013,1.0,,1,1,,1,0,,1,
MEX_071882,2013,,,0,1,,1,1,,1,
MEX_049718,2013,1.0,,1,1,,1,1,,1,
MEX_119035,2013,1.0,,1,1,,1,1,,1,
MEX_092049,2013,1.0,,0,1,,1,1,,1,
MEX_051776,2013,1.0,,0,1,,1,1,,1,
MEX_102404,2013,1.0,,0,1,,0,0,,1,
MEX_102503,2013,1.0,,0,1,,1,1,,1,
MEX_023259,2013,1.0,,1,1,,1,0,,1,
MEX_065172,2013,1.0,,0,1,,1,0,,1,
MEX_127924,2013,,,1,1,,1,0,,1,
MEX_067554,2013,1.0,,0,1,,1,0,,1,
MEX_003581,2013,1.0,,1,1,,1,1,,1,
MEX_151113,2013,1.0,,0,1,,1,0,,1,
MEX_102124,2013,,,1,1,,1,1,,1,
MEX_036199,2013,1.0,,0,1,,1,0,,1,
MEX_096027,2013,1.0,,0,1,,1,0,,1,
MEX_115829,2013,1.0,,1,1,,1,0,,1,
MEX_101181,2013,1.0,,0,1,,1,0,,1,
MEX_095459,2013,1.0,,0,1,,1,1,,1,
MEX_087746,2013,1.0,,0,1,,1,0,,1,
MEX_114089,2013,1.0,,0,0,,1,1,,1,
MEX_100017,2013,1.0,,0,1,,1,0,,0,
MEX_088323,2013,1.0,,0,1,,1,0,,0,
MEX_095308,2013,1.0,,1,1,,1,0,,0,
MEX_147964,2013,1.0,,1,1,,1,0,,0,
MEX_047116,2013,1.0,,0,1,,1,1,,1,
MEX_067028,2013,1.0,,1,1,,1,1,,1,
MEX_023130,2013,1.0,,1,1,,1,1,,1,
MEX_052785,2013,1.0,,0,1,,0,0,,0,
MEX_063124,2013,1.0,,1,1,,1,0,,1,
MEX_052973,2013,1.0,,1,1,,1,1,,1,
MEX_054889,2013,1.0,,0,1,,1,1,,1,
MEX_003701,2013,,,0,1,,1,0,,1,
MEX_077187,2013,1.0,,1,1,,1,1,,1,
MEX_102730,2013,1.0,,1,1,,1,1,,1,
MEX_059583,2013,1.0,,0,1,,1,1,,0,
MEX_000976,2013,1.0,,0,1,,1,0,,1,
MEX_112025,2013,1.0,,1,1,,1,0,,1,
MEX_145089,2013,1.0,,0,1,,1,0,,1,
MEX_014398,2013,1.0,,0,1,,1,1,,1,
MEX_145364,2013,1.0,,0,1,,1,0,,0,
MEX_073957,2013,1.0,,1,1,,1,0,,1,
MEX_055235,2013,1.0,,0,1,,1,1,,1,
MEX_088957,2013,1.0,,0,1,,1,0,,0,
MEX_088658,2013,1.0,,1,1,,1,0,,1,
MEX_141143,2013,1.0,,0,1,,1,0,,1,
MEX_087518,2013,1.0,,1,1,,1,1,,0,
MEX_087425,2013,1.0,,0,1,,1,1,,1,
MEX_057534,2013,1.0,,0,1,,1,1,,1,
MEX_046660,2013,1.0,,1,1,,1,1,,1,
MEX_038663,2013,1.0,,1,1,,1,0,,1,
MEX_102094,2013,,,0,1,,1,1,,1,
MEX_054178,2013,1.0,,0,1,,1,0,,1,
MEX_047290,2013,1.0,,0,1,,1,1,,1,
MEX_090787,2013,,,0,1,,1,1,,1,
MEX_077629,2013,,,0,1,,1,1,,1,
MEX_116623,2013,1.0,,1,1,,1,1,,0,
MEX_104356,2013,1.0,,1,1,,1,0,,1,
MEX_047296,2013,1.0,,0,1,,1,0,,1,
MEX_001470,2013,1.0,,1,1,,1,1,,1,
MEX_085662,2013,1.0,,1,1,,1,1,,1,
MEX_114652,2013,1.0,,1,1,,1,1,,1,
MEX_085653,2013,1.0,,1,1,,1,1,,1,
MEX_039000,2013,1.0,,1,1,,1,0,,1,
MEX_066317,2013,1.0,,0,1,,1,1,,1,
MEX_000526,2013,1.0,,1,1,,1,1,,1,
MEX_128680,2013,1.0,,0,1,,1,0,,1,
MEX_072806,2013,1.0,,0,1,,1,0,,1,
MEX_147693,2013,1.0,,1,1,,1,1,,1,
MEX_038791,2013,1.0,,1,1,,1,0,,1,
MEX_022929,2013,1.0,,1,1,,1,1,,1,
MEX_043037,2013,1.0,,0,1,,1,0,,1,
MEX_094781,2013,1.0,,1,1,,1,1,,1,
MEX_141661,2013,,,1,1,,1,0,,1,
MEX_141644,2013,1.0,,0,1,,1,1,,1,
MEX_014735,2013,1.0,,1,1,,1,1,,1,
MEX_071351,2013,,,1,1,,1,1,,1,
MEX_039490,2013,,,0,1,,1,0,,1,
MEX_112455,2013,1.0,,0,1,,1,1,,1,
MEX_036787,2013,,,1,1,,1,0,,1,
MEX_007435,2013,1.0,,1,1,,1,1,,1,
MEX_082181,2013,1.0,,1,1,,1,1,,1,
MEX_029291,2013,1.0,,0,1,,1,0,,1,
MEX_115166,2013,1.0,,0,1,,1,1,,1,
MEX_107493,2013,1.0,,0,1,,1,0,,1,
MEX_142116,2013,,,0,1,,1,0,,1,
MEX_139878,2013,1.0,,1,1,,1,0,,1,
MEX_143466,2013,1.0,,1,1,,1,0,,1,
MEX_113800,2013,1.0,,1,1,,1,1,,1,
MEX_143578,2013,1.0,,0,0,,1,0,,1,
MEX_011928,2013,,,0,1,,1,0,,0,
MEX_119111,2013,1.0,,1,1,,1,1,,1,
MEX_087821,2013,,,0,1,,1,1,,1,
MEX_091682,2013,1.0,,1,1,,1,0,,1,
MEX_113058,2013,1.0,,1,1,,1,1,,1,
MEX_125795,2013,1.0,,0,1,,1,1,,1,
MEX_028192,2013,,,0,1,,1,0,,1,
MEX_008672,2013,1.0,,1,1,,1,0,,1,
MEX_097871,2013,1.0,,1,1,,1,1,,1,
MEX_004506,2013,1.0,,0,1,,1,1,,1,
MEX_096083,2013,1.0,,1,1,,1,1,,1,
MEX_048370,2013,1.0,,0,1,,1,0,,1,
MEX_072816,2013,1.0,,1,1,,1,1,,1,
MEX_005114,2013,1.0,,0,1,,1,0,,0,
MEX_075437,2013,1.0,,1,1,,1,1,,1,
MEX_055159,2013,1.0,,0,1,,1,1,,1,
MEX_069655,2013,1.0,,1,1,,1,1,,1,
MEX_008597,2013,1.0,,1,1,,1,1,,1,
MEX_076233,2013,1.0,,1,1,,1,1,,1,
MEX_013507,2013,1.0,,0,1,,1,1,,1,
MEX_035634,2013,1.0,,0,1,,1,1,,1,
MEX_007692,2013,1.0,,1,1,,1,0,,1,
MEX_005169,2013,1.0,,1,1,,1,1,,1,
MEX_091977,2013,,,1,1,,1,1,,1,
MEX_070385,2013,1.0,,1,1,,1,1,,1,
MEX_027882,2013,1.0,,1,1,,1,1,,1,
MEX_027931,2013,1.0,,0,0,,0,0,,0,
MEX_118970,2013,1.0,,0,1,,1,0,,1,
MEX_141349,2013,1.0,,0,1,,1,0,,1,
MEX_102635,2013,1.0,,0,1,,1,1,,1,
MEX_140696,2013,1.0,,1,1,,1,1,,1,
MEX_014921,2013,1.0,,0,1,,1,0,,0,
MEX_066306,2013,1.0,,1,1,,1,1,,1,
MEX_057545,2013,,,1,1,,1,0,,1,
MEX_023278,2013,1.0,,1,1,,1,1,,0,
MEX_126338,2013,1.0,,1,1,,1,1,,1,
MEX_126152,2013,1.0,,1,1,,1,1,,1,
MEX_102095,2013,,,0,1,,1,1,,1,
MEX_113394,2013,1.0,,0,1,,1,1,,1,
MEX_126176,2013,1.0,,1,1,,1,1,,1,
MEX_101791,2013,1.0,,1,1,,1,1,,1,
MEX_096471,2013,,,1,1,,1,0,,1,
MEX_066191,2013,1.0,,0,1,,1,0,,1,
MEX_060415,2013,1.0,,1,1,,1,1,,1,
MEX_077969,2013,1.0,,1,1,,1,0,,1,
MEX_126937,2013,,,0,1,,1,1,,1,
MEX_117266,2013,,,1,1,,1,0,,1,
MEX_094513,2013,,,0,1,,1,1,,1,
MEX_100098,2013,1.0,,1,1,,1,1,,1,
MEX_074810,2013,1.0,,0,1,,1,1,,1,
MEX_071791,2013,1.0,,0,1,,1,1,,1,
MEX_101486,2013,1.0,,1,1,,1,1,,1,
MEX_011718,2013,1.0,,0,1,,1,1,,0,
MEX_070230,2013,,,1,1,,1,0,,1,
MEX_053562,2013,1.0,,1,1,,1,0,,1,
MEX_120899,2013,1.0,,1,1,,1,1,,1,
MEX_047397,2013,1.0,,1,1,,1,1,,1,
MEX_080799,2013,1.0,,1,1,,1,1,,1,
MEX_038737,2013,1.0,,1,1,,1,1,,1,
MEX_046860,2013,1.0,,0,1,,1,1,,1,
MEX_116729,2013,1.0,,0,1,,1,1,,1,
MEX_056580,2013,1.0,,1,1,,1,1,,1,
MEX_119590,2013,1.0,,0,1,,1,0,,1,
MEX_062625,2013,1.0,,0,1,,1,1,,1,
MEX_108823,2013,1.0,,1,1,,1,0,,1,
MEX_123619,2013,1.0,,1,1,,1,0,,1,
MEX_041764,2013,1.0,,0,1,,1,1,,1,
MEX_143721,2013,,,0,1,,1,0,,1,
MEX_062933,2013,,,0,1,,1,0,,1,
MEX_073100,2013,,,1,1,,1,0,,1,
MEX_047531,2013,1.0,,1,1,,1,1,,1,
MEX_050158,2013,,,1,1,,1,1,,1,
MEX_045972,2013,1.0,,1,1,,1,1,,1,
MEX_053543,2013,1.0,,1,1,,1,0,,1,
MEX_111696,2013,,,0,0,,0,0,,0,
MEX_111708,2013,,,0,0,,1,0,,0,
MEX_088092,2013,1.0,,0,1,,1,0,,1,
MEX_126197,2013,1.0,,1,1,,1,1,,1,
MEX_126032,2013,1.0,,1,1,,1,1,,1,
MEX_000735,2013,1.0,,1,1,,1,0,,0,
MEX_048264,2013,1.0,,1,1,,1,0,,1,
MEX_050572,2013,1.0,,1,1,,1,0,,1,
MEX_140196,2013,,,0,1,,1,0,,0,
MEX_081547,2013,1.0,,0,1,,1,1,,1,
MEX_046634,2013,1.0,,1,1,,1,1,,1,
MEX_067853,2013,,,0,1,,1,0,,0,
MEX_046025,2013,,,0,1,,1,1,,1,
MEX_003943,2013,1.0,,0,1,,1,0,,1,
MEX_001896,2013,1.0,,1,1,,1,1,,1,
MEX_017953,2013,1.0,,0,1,,1,1,,1,
MEX_076953,2013,,,1,1,,1,0,,0,
MEX_141250,2013,1.0,,1,1,,1,0,,1,
MEX_047139,2013,1.0,,1,1,,1,1,,1,
MEX_144730,2013,1.0,,1,1,,1,1,,1,
MEX_048686,2013,1.0,,0,1,,1,1,,1,
MEX_027730,2013,1.0,,1,1,,1,1,,1,
MEX_090132,2013,1.0,,0,1,,1,1,,1,
MEX_141828,2013,1.0,,0,1,,1,0,,1,
MEX_140925,2013,1.0,,1,1,,1,1,,1,
MEX_102910,2013,,,1,1,,1,1,,1,
MEX_054566,2013,1.0,,1,1,,1,0,,1,
MEX_058864,2013,1.0,,1,1,,1,0,,1,
MEX_106737,2013,1.0,,1,1,,1,1,,1,
MEX_113266,2013,1.0,,0,1,,1,1,,1,
MEX_045963,2013,1.0,,1,1,,1,1,,1,
MEX_007750,2013,1.0,,1,1,,1,1,,1,
MEX_003964,2013,1.0,,0,1,,1,0,,0,
MEX_099217,2013,1.0,,0,1,,1,1,,1,
MEX_042548,2013,1.0,,1,1,,1,1,,1,
MEX_035257,2013,1.0,,1,1,,1,0,,1,
MEX_127383,2013,1.0,,0,1,,1,0,,1,
MEX_068374,2013,1.0,,0,1,,1,0,,1,
MEX_046029,2013,1.0,,1,1,,1,1,,1,
MEX_112823,2013,1.0,,0,1,,1,1,,1,
MEX_149364,2013,1.0,,0,1,,1,0,,1,
MEX_060005,2013,1.0,,1,1,,1,1,,1,
MEX_082305,2013,1.0,,1,1,,1,0,,1,
MEX_000120,2013,1.0,,0,1,,1,0,,1,
MEX_120680,2013,1.0,,1,1,,1,0,,0,
MEX_094327,2013,,,0,1,,1,0,,1,
MEX_091567,2013,1.0,,1,1,,1,1,,1,
MEX_126280,2013,1.0,,1,1,,1,1,,1,
MEX_126257,2013,1.0,,0,1,,1,1,,1,
MEX_101832,2013,1.0,,0,1,,1,1,,1,
MEX_046537,2013,1.0,,0,1,,1,0,,1,
MEX_046428,2013,1.0,,0,1,,1,1,,1,
MEX_086935,2013,,,1,1,,1,0,,1,
MEX_051125,2013,1.0,,1,1,,1,0,,1,
MEX_063675,2013,1.0,,1,1,,1,0,,0,
MEX_042562,2013,1.0,,1,1,,1,1,,1,
MEX_056485,2013,1.0,,1,1,,1,0,,1,
MEX_139482,2013,,,1,1,,1,0,,1,
MEX_118826,2013,1.0,,0,1,,1,1,,1,
MEX_098789,2013,1.0,,1,1,,1,1,,1,
MEX_046363,2013,1.0,,0,1,,1,0,,0,
MEX_059735,2013,1.0,,1,1,,1,0,,1,
MEX_099105,2013,1.0,,0,1,,1,0,,1,
MEX_147519,2013,1.0,,0,1,,1,0,,1,
MEX_022932,2013,1.0,,1,1,,1,1,,1,
MEX_087154,2013,1.0,,1,1,,1,1,,1,
MEX_039965,2013,1.0,,1,1,,1,0,,1,
MEX_112057,2013,,,1,1,,1,0,,1,
MEX_028371,2013,1.0,,1,1,,1,0,,1,
MEX_005280,2013,,,0,1,,1,1,,1,
MEX_084460,2013,1.0,,1,1,,1,1,,1,
MEX_094504,2013,,,1,1,,1,0,,1,
MEX_115368,2013,1.0,,1,1,,1,1,,1,
MEX_052926,2013,1.0,,1,1,,1,1,,1,
MEX_151236,2013,1.0,,0,0,,1,1,,1,
MEX_127088,2013,,,1,1,,1,0,,1,
MEX_064685,2013,1.0,,0,1,,1,1,,1,
MEX_108119,2013,1.0,,0,1,,1,0,,0,
MEX_123631,2013,1.0,,0,1,,1,0,,1,
MEX_065442,2013,,,0,1,,1,0,,0,
MEX_065850,2013,1.0,,1,1,,1,1,,1,
MEX_003382,2013,1.0,,1,1,,1,1,,1,
MEX_119380,2013,,,1,1,,1,0,,1,
MEX_015216,2013,,,0,0,,1,0,,0,
MEX_119176,2013,1.0,,1,1,,1,1,,1,
MEX_138443,2013,1.0,,0,1,,1,1,,1,
MEX_067271,2013,1.0,,1,1,,1,1,,1,
MEX_087593,2013,1.0,,1,1,,1,1,,1,
MEX_140445,2013,1.0,,0,0,,0,0,,0,
MEX_112294,2013,,,0,1,,1,0,,1,
MEX_127042,2013,1.0,,1,1,,1,0,,1,
MEX_012388,2013,1.0,,0,1,,1,1,,1,
MEX_126096,2013,1.0,,1,1,,1,1,,0,
MEX_050191,2013,1.0,,0,1,,1,0,,1,
MEX_015969,2013,1.0,,1,1,,1,1,,1,
MEX_048090,2013,,,0,1,,1,0,,0,
MEX_119699,2013,1.0,,1,1,,1,1,,1,
MEX_140610,2013,1.0,,0,1,,1,1,,1,
MEX_082592,2013,1.0,,1,1,,1,0,,1,
MEX_055852,2013,1.0,,1,1,,1,1,,1,
MEX_042037,2013,1.0,,0,1,,1,1,,1,
MEX_067178,2013,1.0,,1,1,,1,1,,1,
MEX_024430,2013,1.0,,1,1,,1,1,,1,
MEX_139807,2013,1.0,,0,1,,1,0,,0,
MEX_062882,2013,1.0,,1,1,,1,1,,1,
MEX_041636,2013,,,0,1,,1,1,,1,
MEX_075062,2013,1.0,,1,1,,1,0,,0,
MEX_070777,2013,1.0,,0,1,,1,0,,1,
MEX_056371,2013,1.0,,1,1,,1,1,,1,
MEX_054662,2013,1.0,,0,1,,1,0,,1,
MEX_065008,2013,1.0,,0,1,,1,1,,1,
MEX_023628,2013,1.0,,0,1,,1,1,,1,
MEX_093064,2013,1.0,,0,1,,1,1,,1,
MEX_141363,2013,1.0,,0,1,,1,0,,1,
MEX_091192,2013,1.0,,1,1,,1,1,,1,
MEX_120206,2013,1.0,,0,1,,1,0,,0,
MEX_023100,2013,1.0,,0,1,,1,0,,0,
MEX_038228,2013,1.0,,0,1,,1,0,,1,
MEX_104449,2013,1.0,,0,1,,1,1,,1,
MEX_093379,2013,1.0,,1,1,,1,0,,1,
MEX_057997,2013,1.0,,1,1,,1,0,,1,
MEX_054384,2013,1.0,,1,1,,1,1,,1,
MEX_126120,2013,1.0,,1,1,,1,1,,1,
MEX_126208,2013,1.0,,0,1,,1,1,,1,
MEX_098276,2013,1.0,,1,1,,1,1,,1,
MEX_114342,2013,1.0,,1,1,,1,0,,1,
MEX_088334,2013,1.0,,1,1,,1,1,,1,
MEX_055629,2013,1.0,,0,1,,1,0,,1,
MEX_023245,2013,1.0,,1,1,,1,0,,1,
MEX_125972,2013,1.0,,0,1,,1,1,,1,
MEX_050884,2013,1.0,,1,1,,1,0,,1,
MEX_023349,2013,1.0,,0,1,,1,0,,1,
MEX_072618,2013,1.0,,1,1,,1,0,,1,
MEX_038864,2013,,,0,0,,1,0,,0,
MEX_112917,2013,1.0,,0,1,,1,1,,1,
MEX_093361,2013,1.0,,1,1,,1,1,,1,
MEX_148561,2013,,,0,1,,1,0,,1,
MEX_139443,2013,1.0,,1,1,,1,0,,1,
MEX_148535,2013,1.0,,0,1,,1,0,,1,
MEX_076190,2013,1.0,,0,1,,1,0,,1,
MEX_051761,2013,1.0,,0,1,,1,1,,1,
MEX_049090,2013,1.0,,1,1,,1,1,,1,
MEX_053599,2013,1.0,,1,1,,1,1,,1,
MEX_146607,2013,1.0,,1,1,,1,0,,1,
MEX_036014,2013,1.0,,0,1,,1,1,,1,
MEX_056928,2013,,,0,1,,1,1,,1,
MEX_058198,2013,1.0,,0,1,,1,0,,1,
MEX_118116,2013,,,0,1,,1,0,,0,
MEX_112396,2013,1.0,,1,1,,1,0,,1,
MEX_085814,2013,1.0,,0,1,,1,1,,1,
MEX_048916,2013,1.0,,1,1,,1,1,,1,
MEX_078554,2013,1.0,,1,1,,1,0,,1,
MEX_040980,2013,1.0,,0,1,,1,0,,0,
MEX_049059,2013,1.0,,1,1,,1,1,,1,
MEX_085194,2013,1.0,,1,1,,1,1,,1,
MEX_100144,2013,1.0,,0,1,,1,1,,1,
MEX_099064,2013,1.0,,1,1,,1,1,,0,
MEX_084012,2013,1.0,,1,1,,1,0,,1,
MEX_086245,2013,1.0,,0,1,,0,0,,0,
MEX_104236,2013,,,1,1,,1,1,,1,
MEX_012677,2013,1.0,,1,1,,1,1,,1,
MEX_087538,2013,1.0,,0,0,,1,1,,0,
MEX_099619,2013,1.0,,1,1,,1,1,,1,
MEX_084531,2013,,,0,0,,1,0,,0,
MEX_016060,2013,,,1,1,,1,0,,0,
MEX_023737,2013,1.0,,1,0,,1,1,,1,
MEX_085889,2013,1.0,,1,1,,1,1,,1,
MEX_035754,2013,1.0,,1,1,,1,1,,0,
MEX_048630,2013,1.0,,0,1,,1,1,,1,
MEX_005530,2013,,,1,1,,1,0,,1,
MEX_112968,2013,1.0,,1,1,,1,0,,1,
MEX_061105,2013,,,0,1,,1,0,,1,
MEX_048249,2013,,,0,0,,1,0,,1,
MEX_006450,2013,1.0,,0,0,,1,0,,1,
MEX_033826,2013,,,0,0,,0,0,,1,
MEX_041668,2013,1.0,,0,1,,1,0,,1,
MEX_140940,2013,1.0,,1,1,,1,1,,1,
MEX_003721,2013,1.0,,0,1,,1,0,,1,
MEX_120743,2013,1.0,,1,1,,1,1,,1,
MEX_035273,2013,1.0,,0,1,,1,0,,1,
MEX_004848,2013,1.0,,1,1,,1,1,,1,
MEX_141267,2013,,,0,1,,1,0,,1,
MEX_028390,2013,,,0,1,,1,0,,1,
MEX_002980,2013,1.0,,0,1,,0,0,,1,
MEX_060676,2013,1.0,,0,1,,1,1,,1,
MEX_062079,2013,1.0,,1,1,,1,1,,1,
MEX_074286,2013,1.0,,0,1,,1,1,,1,
MEX_062756,2013,1.0,,1,1,,1,1,,1,
MEX_109183,2013,,,0,1,,1,0,,0,
MEX_004568,2013,1.0,,1,1,,1,1,,1,
MEX_117469,2013,,,0,0,,1,0,,1,
MEX_054972,2013,,,0,1,,1,1,,1,
MEX_145247,2013,1.0,,1,1,,1,0,,1,
MEX_151060,2013,1.0,,1,1,,1,1,,1,
MEX_061910,2013,1.0,,1,1,,1,1,,1,
MEX_041490,2013,1.0,,0,1,,1,0,,1,
MEX_140292,2013,1.0,,1,1,,1,1,,1,
MEX_081259,2013,1.0,,1,1,,1,0,,1,
MEX_085718,2013,1.0,,0,1,,1,1,,1,
MEX_068678,2013,1.0,,1,1,,1,0,,1,
MEX_097887,2013,1.0,,0,1,,1,0,,1,
MEX_099924,2013,1.0,,1,1,,1,1,,1,
MEX_093639,2013,,,1,1,,1,0,,1,
MEX_074882,2013,1.0,,0,0,,1,1,,1,
MEX_088175,2013,,,0,1,,1,0,,1,
MEX_050114,2013,1.0,,1,1,,1,0,,1,
MEX_142121,2013,,,0,1,,1,0,,0,
MEX_091099,2013,1.0,,0,1,,1,1,,1,
MEX_051552,2013,1.0,,1,1,,1,0,,0,
MEX_050484,2013,1.0,,1,1,,1,0,,1,
MEX_070374,2013,1.0,,1,1,,1,1,,1,
MEX_117089,2013,1.0,,0,1,,1,1,,1,
MEX_150726,2013,1.0,,0,1,,1,0,,1,
MEX_087200,2013,1.0,,0,1,,1,1,,1,
MEX_023824,2013,1.0,,1,1,,1,1,,1,
MEX_128733,2013,1.0,,1,1,,1,0,,1,
MEX_028863,2013,1.0,,1,1,,1,1,,1,
MEX_101270,2013,1.0,,1,1,,1,1,,1,
MEX_140908,2013,1.0,,1,1,,1,1,,1,
MEX_028635,2013,1.0,,1,1,,1,0,,1,
MEX_112653,2013,1.0,,1,1,,1,1,,1,
MEX_023752,2013,1.0,,1,1,,1,1,,1,
MEX_061482,2013,1.0,,1,1,,1,1,,1,
MEX_050156,2013,1.0,,0,1,,1,1,,1,
MEX_080443,2013,1.0,,0,1,,1,0,,1,
MEX_055853,2013,1.0,,0,1,,1,0,,0,
MEX_099651,2013,,,0,1,,1,0,,0,
MEX_126161,2013,1.0,,1,1,,1,1,,1,
MEX_119050,2013,1.0,,1,1,,1,1,,1,
MEX_006466,2013,,,1,1,,1,0,,1,
MEX_015800,2013,,,0,0,,1,0,,1,
MEX_126600,2013,,,0,1,,1,0,,1,
MEX_036843,2013,1.0,,0,1,,0,0,,1,
MEX_081736,2013,1.0,,1,1,,1,1,,1,
MEX_080118,2013,1.0,,1,1,,1,1,,1,
MEX_047066,2013,1.0,,1,1,,1,1,,1,
MEX_093668,2013,1.0,,1,1,,1,0,,1,
MEX_066764,2013,1.0,,0,1,,1,1,,1,
MEX_104420,2013,1.0,,1,1,,1,1,,1,
MEX_001127,2013,1.0,,0,1,,1,1,,1,
MEX_114872,2013,1.0,,1,1,,1,1,,1,
MEX_068028,2013,1.0,,0,1,,1,1,,1,
MEX_128071,2013,,,1,1,,1,0,,1,
MEX_086186,2013,1.0,,0,1,,1,0,,1,
MEX_032308,2013,,,0,1,,1,0,,0,
MEX_111687,2013,,,0,1,,1,0,,0,
MEX_111694,2013,,,0,0,,1,0,,0,
MEX_003623,2013,1.0,,0,1,,1,1,,1,
MEX_127121,2013,,,0,1,,1,0,,1,
MEX_081965,2013,1.0,,0,1,,1,1,,1,
MEX_005683,2013,,,1,1,,1,1,,1,
MEX_051250,2013,,,1,1,,1,0,,1,
MEX_112670,2013,,,0,1,,1,1,,1,
MEX_150782,2013,,,1,1,,1,0,,1,
MEX_030441,2013,1.0,,0,1,,1,0,,1,
MEX_015892,2013,1.0,,0,1,,1,1,,1,
MEX_059665,2013,1.0,,1,1,,1,0,,1,
MEX_075372,2013,1.0,,0,1,,1,0,,1,
MEX_140468,2013,,,0,0,,0,0,,0,
MEX_087628,2013,1.0,,0,1,,1,1,,1,
MEX_125729,2013,,,1,1,,1,1,,1,
MEX_038810,2013,1.0,,1,1,,1,0,,1,
MEX_008704,2013,1.0,,1,1,,1,0,,1,
MEX_057805,2013,1.0,,0,1,,1,1,,1,
MEX_112745,2013,,,1,1,,1,1,,1,
MEX_113132,2013,,,1,1,,1,0,,1,
MEX_012394,2013,1.0,,0,1,,1,0,,1,
MEX_120619,2013,1.0,,1,1,,1,1,,1,
MEX_088997,2013,1.0,,1,1,,1,1,,1,
MEX_063774,2013,1.0,,1,1,,1,1,,1,
MEX_090724,2013,,,0,1,,1,1,,1,
MEX_146885,2013,1.0,,1,1,,1,1,,1,
MEX_006518,2013,1.0,,1,1,,1,0,,1,
MEX_073160,2013,1.0,,1,1,,1,1,,1,
MEX_005142,2013,1.0,,1,1,,1,0,,1,
MEX_088999,2013,1.0,,1,1,,1,1,,1,
MEX_059211,2013,1.0,,0,1,,1,0,,1,
MEX_048398,2013,1.0,,1,1,,1,1,,1,
MEX_098109,2013,1.0,,1,0,,1,0,,1,
MEX_015904,2013,1.0,,0,1,,1,1,,1,
MEX_101422,2013,1.0,,0,1,,1,0,,1,
MEX_076668,2013,1.0,,1,1,,1,0,,1,
MEX_047517,2013,1.0,,1,1,,1,0,,1,
MEX_118528,2013,1.0,,1,1,,1,1,,1,
MEX_073986,2013,1.0,,0,1,,1,1,,1,
MEX_057370,2013,,,1,1,,1,0,,0,
MEX_150929,2013,1.0,,1,1,,1,0,,1,
MEX_071283,2013,1.0,,0,1,,1,1,,1,
MEX_040629,2013,1.0,,1,1,,1,0,,0,
MEX_038575,2013,1.0,,0,1,,1,1,,1,
MEX_036334,2013,1.0,,0,1,,1,1,,1,
MEX_103741,2013,,,1,1,,1,0,,1,
MEX_112423,2013,1.0,,1,1,,1,1,,1,
MEX_116749,2013,1.0,,1,1,,1,0,,0,
MEX_027992,2013,1.0,,1,1,,1,1,,1,
MEX_037639,2013,,,0,1,,1,0,,0,
MEX_050966,2013,1.0,,1,1,,1,1,,1,
MEX_104930,2013,1.0,,1,1,,1,1,,1,
MEX_000571,2013,1.0,,1,1,,1,1,,0,
MEX_086421,2013,1.0,,0,1,,1,0,,1,
MEX_052842,2013,,,0,1,,1,0,,0,
MEX_027726,2013,1.0,,0,1,,1,1,,1,
MEX_101579,2013,1.0,,0,1,,1,1,,1,
MEX_039140,2013,1.0,,0,1,,1,0,,0,
MEX_113433,2013,1.0,,1,1,,1,0,,0,
MEX_076679,2013,1.0,,1,1,,1,1,,1,
MEX_107478,2013,1.0,,0,1,,1,1,,1,
MEX_091888,2013,1.0,,0,1,,1,0,,0,
MEX_082413,2013,1.0,,1,1,,1,1,,1,
MEX_144482,2013,1.0,,0,1,,1,1,,1,
MEX_013636,2013,1.0,,1,1,,1,0,,1,
MEX_013637,2013,,,1,1,,1,0,,1,
MEX_099068,2013,,,0,1,,1,0,,1,
MEX_147818,2013,1.0,,0,1,,1,0,,0,
MEX_104448,2013,,,0,1,,1,1,,1,
MEX_058891,2013,1.0,,1,1,,1,0,,1,
MEX_105096,2013,,,0,1,,1,1,,0,
MEX_064149,2013,,,0,1,,1,0,,1,
MEX_050768,2013,1.0,,1,1,,1,1,,1,
MEX_062399,2013,1.0,,1,1,,1,1,,0,
MEX_116107,2013,1.0,,0,1,,1,0,,1,
MEX_050159,2013,1.0,,1,1,,1,1,,1,
MEX_073047,2013,,,0,1,,1,1,,1,
MEX_063842,2013,1.0,,0,1,,1,0,,1,
MEX_114192,2013,1.0,,0,1,,1,1,,1,
