geo_id,year,water_basic,water_improved,sanitation_basic,sanitation_sex_separated,handwashing_basic,electricity,internet,internet_type,computers,library,classrooms_total
HND_015187,2011,1,1,,,,0,0,,0,,
HND_002039,2011,1,1,,,,1,0,,0,,
HND_003637,2011,1,1,,,,0,0,,0,,
HND_011373,2011,1,1,,,,1,0,,0,,
HND_004654,2011,1,1,,,,0,0,,0,,
HND_006897,2011,1,1,,,,0,0,,0,,
HND_012217,2011,,0,,,,0,0,,0,,
HND_010524,2011,,,,,,,0,,0,,
HND_003485,2011,,,,,,,0,,0,,
HND_012619,2011,1,1,,,,1,0,,0,,
HND_009593,2011,,,,,,,0,,0,,
HND_002810,2011,1,1,,,,0,0,,0,,
HND_013434,2011,1,1,,,,1,0,,1,,
HND_009110,2011,1,1,,,,0,0,,0,,
HND_008287,2011,1,1,,,,1,0,,0,,
HND_008449,2011,1,1,,,,1,0,,0,,
HND_010601,2011,1,1,,,,1,0,,0,,
HND_008737,2011,1,1,,,,0,0,,0,,
HND_013350,2011,1,1,,,,0,0,,0,,
HND_002813,2011,1,1,,,,1,0,,0,,
HND_010754,2011,1,1,,,,0,0,,0,,
HND_011175,2011,1,0,,,,0,0,,0,,
HND_012573,2011,1,1,,,,0,0,,0,,
HND_001498,2011,1,1,,,,0,0,,0,,
HND_016658,2011,1,1,,,,1,0,,0,,
HND_013905,2011,1,1,,,,0,0,,0,,
HND_016621,2011,1,1,,,,1,0,,0,,
HND_011029,2011,1,1,,,,1,0,,0,,
HND_005384,2011,1,1,,,,1,0,,0,,
HND_005067,2011,1,1,,,,0,0,,0,,
HND_008953,2011,1,1,,,,1,0,,0,,
HND_001501,2011,1,1,,,,0,0,,0,,
HND_005365,2011,1,1,,,,1,0,,0,,
HND_001325,2011,1,1,,,,0,0,,0,,
HND_011088,2011,1,1,,,,1,0,,0,,
HND_007725,2011,1,0,,,,0,0,,0,,
HND_004680,2011,1,0,,,,1,0,,0,,
HND_004468,2011,1,1,,,,0,0,,0,,
HND_000681,2011,1,1,,,,0,0,,0,,
HND_010502,2011,1,1,,,,1,0,,0,,
HND_008951,2011,1,0,,,,0,0,,0,,
HND_009171,2011,1,1,,,,0,0,,0,,
HND_001151,2011,1,1,,,,1,0,,0,,
HND_006772,2011,1,1,,,,1,0,,0,,
HND_011074,2011,,,,,,,0,,0,,
HND_005013,2011,1,1,,,,0,0,,0,,
HND_012721,2011,,,,,,,0,,0,,
HND_011714,2011,,,,,,,0,,0,,
HND_016530,2011,,,,,,,0,,0,,
HND_005736,2011,1,1,,,,0,0,,0,,
HND_009584,2011,1,1,,,,0,0,,0,,
HND_000611,2011,1,1,,,,1,0,,0,,
HND_002215,2011,1,1,,,,0,0,,0,,
HND_007678,2011,1,1,,,,0,0,,0,,
HND_006172,2011,1,1,,,,0,0,,0,,
HND_011336,2011,1,1,,,,0,0,,0,,
HND_015738,2011,1,1,,,,1,0,,0,,
HND_003840,2011,1,1,,,,0,0,,0,,
HND_012578,2011,1,1,,,,0,0,,0,,
HND_000452,2011,1,1,,,,0,0,,0,,
HND_000451,2011,1,1,,,,1,0,,0,,
HND_013298,2011,,,,,,,0,,0,,
HND_012456,2011,,,,,,,0,,0,,
HND_000450,2011,1,1,,,,0,0,,0,,
HND_015914,2011,1,1,,,,0,0,,0,,
HND_008974,2011,1,1,,,,0,0,,0,,
HND_008059,2011,,0,,,,0,0,,0,,
HND_000570,2011,1,1,,,,0,0,,0,,
HND_003362,2011,,,,,,,0,,0,,
HND_013116,2011,,,,,,,0,,0,,
HND_014555,2011,,,,,,,0,,0,,
HND_001737,2011,,,,,,,0,,0,,
HND_007170,2011,1,1,,,,0,0,,0,,
HND_007236,2011,,0,,,,1,0,,0,,
HND_008115,2011,1,1,,,,0,0,,0,,
HND_001592,2011,,0,,,,0,0,,0,,
HND_001741,2011,1,1,,,,0,0,,0,,
HND_014568,2011,1,1,,,,0,0,,0,,
HND_012481,2011,,,,,,,0,,0,,
HND_012096,2011,,,,,,,0,,0,,
HND_012590,2011,,,,,,,0,,0,,
HND_008690,2011,1,1,,,,1,0,,0,,
HND_008055,2011,1,1,,,,0,0,,0,,
HND_001031,2011,1,1,,,,0,0,,0,,
HND_009267,2011,1,1,,,,1,0,,0,,
HND_002588,2011,1,1,,,,1,0,,0,,
HND_001032,2011,,,,,,,0,,0,,
HND_012097,2011,,,,,,,0,,0,,
HND_016624,2011,1,1,,,,1,0,,1,,
HND_016358,2011,1,1,,,,1,0,,0,,
HND_012903,2011,1,1,,,,1,0,,0,,
HND_000786,2011,1,1,,,,1,0,,0,,
HND_010995,2011,1,1,,,,1,0,,0,,
HND_005189,2011,1,1,,,,1,0,,0,,
HND_001476,2011,1,1,,,,0,0,,0,,
HND_015013,2011,1,1,,,,1,0,,0,,
HND_010376,2011,1,1,,,,1,0,,0,,
HND_000065,2011,1,1,,,,0,0,,0,,
HND_014585,2011,1,1,,,,0,0,,0,,
HND_005717,2011,1,1,,,,1,0,,0,,
HND_002276,2011,1,1,,,,1,0,,0,,
HND_013966,2011,1,1,,,,1,0,,0,,
HND_010695,2011,1,1,,,,1,0,,1,,
HND_006487,2011,1,1,,,,1,0,,0,,
HND_006497,2011,1,1,,,,1,0,,0,,
HND_006386,2011,1,1,,,,1,0,,0,,
HND_006158,2011,1,0,,,,0,0,,0,,
HND_004566,2011,1,0,,,,0,0,,0,,
HND_012809,2011,1,1,,,,0,0,,0,,
HND_013878,2011,1,1,,,,0,0,,0,,
HND_002731,2011,1,1,,,,1,0,,0,,
HND_002069,2011,1,1,,,,0,0,,0,,
HND_012798,2011,1,1,,,,1,0,,0,,
HND_004567,2011,1,1,,,,0,0,,0,,
HND_010857,2011,1,1,,,,0,0,,0,,
HND_004289,2011,,,,,,,0,,0,,
HND_001589,2011,1,1,,,,0,0,,0,,
HND_003620,2011,1,1,,,,0,0,,0,,
HND_001194,2011,1,1,,,,0,0,,0,,
HND_015448,2011,1,1,,,,1,0,,0,,
HND_005669,2011,,0,,,,0,0,,0,,
HND_006934,2011,1,1,,,,0,0,,0,,
HND_012131,2011,,,,,,,0,,0,,
HND_016357,2011,1,1,,,,1,0,,1,,
HND_014270,2011,1,1,,,,1,0,,0,,
HND_005994,2011,1,1,,,,0,0,,0,,
HND_010204,2011,1,1,,,,1,0,,1,,
HND_008513,2011,1,1,,,,1,0,,0,,
HND_013514,2011,1,1,,,,1,0,,0,,
HND_016562,2011,1,0,,,,1,0,,0,,
HND_010362,2011,1,1,,,,1,0,,0,,
HND_006986,2011,1,1,,,,1,0,,0,,
HND_004348,2011,,0,,,,0,0,,0,,
HND_009190,2011,1,1,,,,0,0,,0,,
HND_016081,2011,0,0,,,,1,0,,0,,
HND_010246,2011,1,1,,,,0,0,,0,,
HND_006699,2011,1,1,,,,1,0,,0,,
HND_014706,2011,1,1,,,,1,0,,0,,
HND_006918,2011,,0,,,,1,0,,0,,
HND_001445,2011,1,1,,,,1,0,,0,,
HND_015453,2011,1,1,,,,1,0,,0,,
HND_016532,2011,1,1,,,,1,1,,1,,
HND_002070,2011,1,1,,,,1,0,,0,,
HND_016482,2011,1,1,,,,0,0,,0,,
HND_006222,2011,1,1,,,,0,0,,0,,
HND_011610,2011,1,1,,,,1,0,,0,,
HND_013775,2011,1,1,,,,1,0,,0,,
HND_003117,2011,1,1,,,,0,0,,0,,
HND_015432,2011,1,0,,,,0,0,,0,,
HND_012126,2011,1,1,,,,0,0,,0,,
HND_016761,2011,,,,,,,0,,0,,
HND_001671,2011,,,,,,,0,,0,,
HND_011122,2011,1,1,,,,1,0,,0,,
HND_016131,2011,,,,,,,0,,0,,
HND_011655,2011,1,1,,,,1,0,,0,,
HND_010244,2011,1,1,,,,0,0,,0,,
HND_015646,2011,1,1,,,,0,0,,0,,
HND_000706,2011,0,0,,,,0,0,,0,,
HND_000624,2011,1,1,,,,0,0,,0,,
HND_007972,2011,0,0,,,,0,0,,0,,
HND_002656,2011,0,0,,,,1,0,,0,,
HND_004175,2011,1,1,,,,1,0,,0,,
HND_003789,2011,0,0,,,,0,0,,0,,
HND_015333,2011,0,0,,,,0,0,,0,,
HND_003503,2011,,,,,,,0,,0,,
HND_003615,2011,1,0,,,,0,0,,0,,
HND_001161,2011,1,1,,,,0,0,,0,,
HND_008877,2011,1,1,,,,0,0,,1,,
HND_009096,2011,,0,,,,0,0,,0,,
HND_007571,2011,1,1,,,,0,0,,0,,
HND_005173,2011,1,1,,,,0,0,,0,,
HND_004244,2011,1,1,,,,0,0,,0,,
HND_009076,2011,1,1,,,,1,0,,0,,
HND_011815,2011,1,1,,,,1,0,,0,,
HND_000220,2011,1,1,,,,1,0,,0,,
HND_011430,2011,1,0,,,,0,0,,0,,
HND_002786,2011,1,1,,,,1,0,,0,,
HND_003106,2011,1,1,,,,1,0,,0,,
HND_010369,2011,1,1,,,,1,0,,0,,
HND_008506,2011,1,1,,,,1,0,,1,,
HND_004413,2011,1,1,,,,1,0,,0,,
HND_001188,2011,1,0,,,,0,0,,0,,
HND_008998,2011,1,1,,,,0,0,,0,,
HND_016664,2011,1,1,,,,1,0,,0,,
HND_006178,2011,,0,,,,0,0,,0,,
HND_009516,2011,1,1,,,,1,0,,1,,
HND_013586,2011,1,1,,,,0,0,,0,,
HND_005531,2011,,0,,,,0,0,,0,,
HND_015367,2011,1,1,,,,0,0,,0,,
HND_013178,2011,1,1,,,,0,0,,0,,
HND_007803,2011,,0,,,,0,0,,0,,
HND_002686,2011,1,1,,,,1,0,,0,,
HND_011126,2011,,0,,,,0,0,,0,,
HND_000401,2011,1,1,,,,0,0,,0,,
HND_013119,2011,1,1,,,,1,0,,0,,
HND_006035,2011,1,1,,,,0,0,,0,,
HND_007948,2011,,0,,,,0,0,,0,,
HND_003704,2011,1,1,,,,1,0,,0,,
HND_000586,2011,,,,,,,0,,0,,
HND_014495,2011,,,,,,,0,,0,,
HND_012685,2011,,,,,,,0,,0,,
HND_000496,2011,1,1,,,,1,0,,0,,
HND_012658,2011,,,,,,,0,,0,,
HND_012294,2011,,,,,,,0,,0,,
HND_012300,2011,,,,,,,0,,0,,
HND_012707,2011,,,,,,,0,,0,,
HND_012729,2011,,,,,,,0,,0,,
HND_000492,2011,,,,,,,0,,0,,
HND_010604,2011,1,1,,,,1,0,,1,,
HND_006384,2011,1,1,,,,1,0,,1,,
HND_007574,2011,1,1,,,,1,0,,1,,
HND_004359,2011,1,1,,,,0,0,,0,,
HND_016038,2011,1,1,,,,1,0,,0,,
HND_009240,2011,1,1,,,,0,0,,0,,
HND_002533,2011,1,0,,,,1,0,,0,,
HND_000678,2011,1,1,,,,0,0,,0,,
HND_005315,2011,1,1,,,,1,0,,0,,
HND_008890,2011,1,1,,,,1,0,,1,,
HND_014208,2011,1,1,,,,1,0,,0,,
HND_014746,2011,1,1,,,,0,0,,0,,
HND_004570,2011,1,1,,,,1,0,,0,,
HND_013145,2011,1,0,,,,0,0,,0,,
HND_014029,2011,1,0,,,,0,0,,0,,
HND_011086,2011,1,0,,,,0,0,,0,,
HND_010880,2011,1,1,,,,0,0,,0,,
HND_007297,2011,1,1,,,,0,0,,0,,
HND_005484,2011,1,1,,,,1,0,,0,,
HND_000184,2011,1,1,,,,1,0,,0,,
HND_003551,2011,1,1,,,,1,0,,0,,
HND_006930,2011,1,1,,,,0,0,,0,,
HND_007935,2011,1,1,,,,0,0,,0,,
HND_002554,2011,1,1,,,,1,0,,0,,
HND_008438,2011,1,1,,,,1,0,,0,,
HND_011734,2011,1,1,,,,0,0,,1,,
HND_000107,2011,1,1,,,,1,0,,1,,
HND_006010,2011,1,1,,,,1,0,,0,,
HND_010874,2011,1,1,,,,1,0,,0,,
HND_011253,2011,1,1,,,,1,0,,0,,
HND_006073,2011,1,1,,,,1,0,,0,,
HND_006696,2011,1,1,,,,0,0,,0,,
HND_014797,2011,1,1,,,,1,0,,0,,
HND_008447,2011,1,1,,,,0,0,,0,,
HND_014722,2011,1,1,,,,0,0,,0,,
HND_014578,2011,1,1,,,,0,0,,0,,
HND_011033,2011,1,1,,,,0,0,,0,,
HND_008730,2011,1,1,,,,0,0,,0,,
HND_010091,2011,1,1,,,,1,0,,0,,
HND_011436,2011,1,0,,,,0,0,,0,,
HND_003419,2011,1,1,,,,0,0,,0,,
HND_012014,2011,1,1,,,,1,0,,0,,
HND_002387,2011,1,1,,,,1,0,,0,,
HND_004538,2011,1,1,,,,0,0,,0,,
HND_009433,2011,1,1,,,,0,0,,0,,
HND_003356,2011,1,1,,,,1,0,,0,,
HND_002689,2011,1,1,,,,0,0,,0,,
HND_008308,2011,1,1,,,,1,0,,0,,
HND_000093,2011,1,1,,,,1,0,,1,,
HND_011320,2011,1,1,,,,0,0,,0,,
HND_000541,2011,1,1,,,,1,0,,1,,
HND_003565,2011,1,0,,,,0,0,,0,,
HND_001324,2011,1,0,,,,1,0,,0,,
HND_006502,2011,1,1,,,,1,0,,0,,
HND_011236,2011,,,,,,,0,,0,,
HND_002059,2011,1,1,,,,1,0,,0,,
HND_009703,2011,1,1,,,,1,0,,0,,
HND_012134,2011,,,,,,,0,,0,,
HND_004127,2011,1,1,,,,1,0,,0,,
HND_012400,2011,1,1,,,,1,0,,0,,
HND_003471,2011,1,1,,,,0,0,,0,,
HND_011936,2011,1,1,,,,0,0,,0,,
HND_011920,2011,1,1,,,,0,0,,0,,
HND_010879,2011,,0,,,,0,0,,0,,
HND_000124,2011,,0,,,,0,0,,0,,
HND_001651,2011,1,1,,,,1,0,,0,,
HND_013582,2011,1,1,,,,0,0,,0,,
HND_001684,2011,1,0,,,,0,0,,0,,
HND_011095,2011,1,1,,,,1,0,,0,,
HND_000374,2011,1,1,,,,0,0,,0,,
HND_016525,2011,1,1,,,,0,0,,0,,
HND_009873,2011,0,0,,,,0,0,,0,,
HND_009711,2011,1,0,,,,0,0,,0,,
HND_014383,2011,1,1,,,,1,0,,0,,
HND_005611,2011,1,1,,,,1,0,,0,,
HND_002785,2011,1,1,,,,0,0,,0,,
HND_001580,2011,1,1,,,,0,0,,0,,
HND_016371,2011,1,1,,,,1,0,,0,,
HND_012482,2011,,,,,,,0,,0,,
HND_014550,2011,,,,,,,0,,0,,
HND_012674,2011,,,,,,,0,,0,,
HND_006001,2011,,,,,,,0,,0,,
HND_008821,2011,1,1,,,,1,0,,1,,
HND_010207,2011,,,,,,,0,,0,,
HND_002071,2011,,,,,,,0,,0,,
HND_001281,2011,1,1,,,,1,0,,0,,
HND_007979,2011,1,1,,,,1,1,,0,,
HND_000626,2011,1,1,,,,0,0,,0,,
HND_016882,2011,1,1,,,,1,0,,0,,
HND_007118,2011,1,1,,,,0,0,,0,,
HND_007981,2011,1,1,,,,0,0,,0,,
HND_006002,2011,1,1,,,,0,0,,0,,
HND_010211,2011,1,1,,,,0,0,,0,,
HND_013301,2011,,,,,,,0,,0,,
HND_012761,2011,,,,,,,0,,0,,
HND_004165,2011,,,,,,,0,,0,,
HND_001642,2011,,,,,,,0,,0,,
HND_010210,2011,1,0,,,,0,0,,0,,
HND_013300,2011,,,,,,,0,,0,,
HND_010209,2011,,,,,,,0,,0,,
HND_010208,2011,,,,,,,0,,0,,
HND_015729,2011,,,,,,,0,,0,,
HND_002604,2011,1,0,,,,0,0,,0,,
HND_003788,2011,1,1,,,,0,0,,0,,
HND_000974,2011,,,,,,,0,,0,,
HND_007986,2011,,0,,,,0,0,,0,,
HND_010653,2011,1,1,,,,1,0,,1,,
HND_002528,2011,1,1,,,,1,0,,0,,
HND_005478,2011,1,1,,,,1,0,,0,,
HND_007636,2011,1,1,,,,1,0,,0,,
HND_013131,2011,1,1,,,,0,0,,0,,
HND_003197,2011,1,1,,,,1,0,,0,,
HND_013123,2011,1,1,,,,1,0,,0,,
HND_007829,2011,1,1,,,,1,0,,0,,
HND_010823,2011,1,1,,,,1,0,,0,,
HND_011676,2011,1,1,,,,1,0,,0,,
HND_010822,2011,1,1,,,,1,0,,1,,
HND_010438,2011,1,1,,,,1,0,,0,,
HND_005998,2011,1,1,,,,0,0,,0,,
HND_003395,2011,,,,,,,0,,0,,
HND_012760,2011,,,,,,,0,,0,,
HND_014266,2011,1,1,,,,1,0,,0,,
HND_004415,2011,1,1,,,,1,0,,0,,
HND_001146,2011,1,1,,,,0,0,,0,,
HND_002245,2011,1,1,,,,1,0,,0,,
HND_012962,2011,1,1,,,,1,0,,0,,
HND_013154,2011,1,0,,,,1,0,,1,,
HND_013125,2011,1,1,,,,0,0,,0,,
HND_011890,2011,1,1,,,,0,0,,0,,
HND_004612,2011,1,1,,,,1,0,,0,,
HND_015615,2011,1,1,,,,1,0,,0,,
HND_000800,2011,1,1,,,,0,0,,0,,
HND_001235,2011,1,1,,,,0,0,,0,,
HND_013859,2011,1,1,,,,0,0,,0,,
HND_001321,2011,,0,,,,1,0,,0,,
HND_003059,2011,1,1,,,,0,0,,0,,
HND_015499,2011,1,1,,,,0,0,,0,,
HND_011201,2011,1,1,,,,1,0,,0,,
HND_006984,2011,1,1,,,,0,0,,0,,
HND_010887,2011,1,1,,,,1,0,,0,,
HND_003139,2011,1,0,,,,0,0,,0,,
HND_008494,2011,1,1,,,,1,0,,0,,
HND_002043,2011,1,1,,,,0,0,,0,,
HND_015616,2011,1,1,,,,1,1,,1,,
HND_006393,2011,1,1,,,,1,0,,0,,
HND_002455,2011,1,1,,,,1,0,,1,,
HND_010931,2011,1,1,,,,0,0,,0,,
HND_003550,2011,1,0,,,,0,0,,0,,
HND_016159,2011,1,1,,,,0,0,,0,,
HND_015899,2011,1,1,,,,1,0,,0,,
HND_004140,2011,1,1,,,,0,0,,0,,
HND_012591,2011,1,1,,,,1,0,,0,,
HND_004905,2011,1,1,,,,0,0,,0,,
HND_002464,2011,1,1,,,,1,0,,0,,
HND_007121,2011,1,1,,,,0,0,,0,,
HND_012345,2011,1,1,,,,0,0,,0,,
HND_011374,2011,1,1,,,,0,0,,0,,
HND_013156,2011,1,1,,,,1,0,,0,,
HND_007120,2011,1,0,,,,0,0,,0,,
HND_007830,2011,1,1,,,,1,0,,0,,
HND_009986,2011,1,0,,,,0,0,,0,,
HND_013155,2011,1,1,,,,0,0,,0,,
HND_016171,2011,1,0,,,,0,0,,0,,
HND_016085,2011,1,1,,,,0,0,,0,,
HND_001316,2011,1,1,,,,0,0,,0,,
HND_009570,2011,,,,,,,0,,0,,
HND_004414,2011,,,,,,,0,,0,,
HND_001532,2011,,,,,,,0,,0,,
HND_009507,2011,,,,,,,0,,0,,
HND_016190,2011,,,,,,,0,,0,,
HND_016711,2011,,,,,,,0,,0,,
HND_012089,2011,,,,,,,0,,0,,
HND_015180,2011,,,,,,,0,,0,,
HND_002572,2011,,,,,,,0,,0,,
HND_003598,2011,1,0,,,,0,0,,0,,
HND_010180,2011,,,,,,,0,,0,,
HND_016251,2011,,,,,,,0,,0,,
HND_012328,2011,,,,,,,0,,0,,
HND_012581,2011,,,,,,,0,,0,,
HND_005871,2011,1,1,,,,0,0,,0,,
HND_013169,2011,1,1,,,,1,0,,1,,
HND_009829,2011,1,1,,,,1,0,,0,,
HND_002737,2011,1,1,,,,1,0,,0,,
HND_005855,2011,1,1,,,,1,0,,0,,
HND_005591,2011,1,1,,,,0,0,,0,,
HND_008403,2011,1,1,,,,1,0,,0,,
HND_009835,2011,1,1,,,,0,0,,0,,
HND_008402,2011,,0,,,,0,0,,0,,
HND_008805,2011,1,0,,,,0,0,,0,,
HND_012170,2011,1,0,,,,0,0,,0,,
HND_014052,2011,1,1,,,,0,0,,0,,
HND_002625,2011,1,1,,,,0,0,,0,,
HND_013884,2011,1,1,,,,1,0,,0,,
HND_009821,2011,1,1,,,,0,0,,0,,
HND_006051,2011,1,1,,,,0,0,,0,,
HND_012050,2011,1,1,,,,1,0,,0,,
HND_005014,2011,1,1,,,,0,0,,0,,
HND_007064,2011,1,1,,,,0,0,,0,,
HND_012781,2011,1,1,,,,0,0,,0,,
HND_016369,2011,1,1,,,,1,0,,0,,
HND_014619,2011,1,1,,,,0,0,,0,,
HND_012075,2011,,0,,,,0,0,,0,,
HND_001612,2011,1,1,,,,0,0,,0,,
HND_009233,2011,1,1,,,,0,0,,0,,
HND_012576,2011,,0,,,,1,0,,0,,
HND_003489,2011,,,,,,,0,,0,,
HND_011239,2011,1,1,,,,0,0,,0,,
HND_011112,2011,1,0,,,,0,0,,0,,
HND_016842,2011,1,1,,,,0,0,,0,,
HND_008045,2011,1,1,,,,0,0,,0,,
HND_007160,2011,1,1,,,,0,0,,0,,
HND_004124,2011,,,,,,,0,,0,,
HND_010477,2011,,,,,,,0,,0,,
HND_014559,2011,,,,,,,0,,0,,
HND_013114,2011,,,,,,,0,,0,,
HND_002456,2011,,,,,,,0,,0,,
HND_012647,2011,,,,,,,0,,0,,
HND_001650,2011,1,1,,,,0,0,,0,,
HND_010465,2011,,,,,,,0,,0,,
HND_010557,2011,,,,,,,0,,0,,
HND_012290,2011,,,,,,,0,,0,,
HND_006305,2011,1,1,,,,1,0,,1,,
HND_016820,2011,1,1,,,,0,0,,0,,
HND_010815,2011,0,0,,,,0,0,,0,,
HND_011330,2011,1,0,,,,0,0,,0,,
HND_010508,2011,,,,,,,0,,0,,
HND_006901,2011,,,,,,,0,,0,,
HND_001815,2011,,,,,,,0,,0,,
HND_012575,2011,,,,,,,0,,0,,
HND_012423,2011,,,,,,,0,,0,,
HND_005166,2011,1,1,,,,0,0,,0,,
HND_004611,2011,1,1,,,,0,0,,1,,
HND_005777,2011,1,1,,,,0,0,,0,,
HND_014682,2011,1,1,,,,1,0,,1,,
HND_002325,2011,1,1,,,,1,0,,0,,
HND_009841,2011,1,1,,,,0,0,,0,,
HND_006702,2011,1,1,,,,1,0,,1,,
HND_006951,2011,1,1,,,,1,0,,1,,
HND_001668,2011,1,1,,,,0,0,,0,,
HND_001524,2011,1,1,,,,1,0,,0,,
HND_013858,2011,1,1,,,,0,0,,0,,
HND_000457,2011,1,1,,,,1,0,,0,,
HND_005106,2011,1,1,,,,0,0,,0,,
HND_010136,2011,1,1,,,,0,0,,0,,
HND_014579,2011,1,1,,,,1,0,,0,,
HND_003046,2011,1,1,,,,1,0,,0,,
HND_006261,2011,1,1,,,,1,1,,1,,
HND_015565,2011,1,1,,,,0,0,,0,,
HND_012398,2011,1,1,,,,1,0,,0,,
HND_006910,2011,1,1,,,,1,0,,0,,
HND_012139,2011,1,1,,,,0,0,,0,,
HND_012615,2011,1,1,,,,1,0,,0,,
HND_016589,2011,1,1,,,,1,0,,0,,
HND_007973,2011,1,1,,,,0,0,,0,,
HND_006006,2011,1,1,,,,0,0,,0,,
HND_001627,2011,1,1,,,,0,0,,0,,
HND_012720,2011,,0,,,,0,0,,0,,
HND_002065,2011,,,,,,,0,,0,,
HND_007976,2011,,0,,,,0,0,,0,,
HND_002626,2011,1,1,,,,0,0,,0,,
HND_005342,2011,1,1,,,,1,0,,0,,
HND_000237,2011,1,1,,,,1,0,,0,,
HND_004560,2011,1,1,,,,1,0,,0,,
HND_013422,2011,0,0,,,,0,0,,0,,
HND_013083,2011,1,1,,,,0,0,,0,,
HND_001422,2011,1,1,,,,1,0,,0,,
HND_011301,2011,1,1,,,,0,0,,0,,
HND_015209,2011,,0,,,,1,0,,0,,
HND_008610,2011,1,1,,,,0,0,,0,,
HND_016067,2011,1,1,,,,1,0,,0,,
HND_009097,2011,1,1,,,,1,0,,0,,
HND_016701,2011,1,1,,,,1,0,,0,,
HND_006089,2011,1,1,,,,1,0,,0,,
HND_002216,2011,1,1,,,,0,0,,0,,
HND_006907,2011,1,1,,,,1,0,,0,,
HND_010067,2011,0,0,,,,0,0,,0,,
HND_005075,2011,1,1,,,,1,0,,0,,
HND_004126,2011,1,1,,,,0,0,,0,,
HND_015669,2011,1,1,,,,0,0,,0,,
HND_000234,2011,1,1,,,,0,0,,0,,
HND_009038,2011,1,1,,,,1,0,,0,,
HND_015037,2011,1,1,,,,1,0,,0,,
HND_010487,2011,1,1,,,,0,0,,0,,
HND_011043,2011,1,1,,,,0,0,,0,,
HND_000164,2011,1,0,,,,0,0,,0,,
HND_015642,2011,1,1,,,,0,0,,0,,
HND_002145,2011,1,1,,,,0,0,,0,,
HND_007267,2011,1,1,,,,0,0,,0,,
HND_007125,2011,1,1,,,,0,0,,0,,
HND_004573,2011,1,1,,,,0,0,,0,,
HND_010266,2011,1,1,,,,0,0,,0,,
HND_014880,2011,1,1,,,,0,0,,0,,
HND_013634,2011,1,1,,,,0,0,,0,,
HND_007858,2011,1,1,,,,0,0,,0,,
HND_003604,2011,1,1,,,,1,0,,0,,
HND_014617,2011,1,1,,,,0,0,,0,,
HND_001960,2011,1,1,,,,0,0,,0,,
HND_008209,2011,1,1,,,,0,0,,0,,
HND_007561,2011,1,1,,,,0,0,,0,,
HND_003140,2011,1,1,,,,0,0,,0,,
HND_014996,2011,1,1,,,,1,0,,0,,
HND_001660,2011,1,1,,,,1,0,,0,,
HND_014650,2011,1,1,,,,0,0,,0,,
HND_009849,2011,1,1,,,,1,0,,0,,
HND_006988,2011,1,1,,,,0,0,,0,,
HND_015507,2011,1,1,,,,1,0,,0,,
HND_001542,2011,1,1,,,,0,0,,0,,
HND_007949,2011,1,1,,,,0,0,,0,,
HND_002131,2011,1,1,,,,1,0,,1,,
HND_003607,2011,1,1,,,,0,0,,0,,
HND_004182,2011,1,1,,,,0,0,,0,,
HND_000459,2011,1,1,,,,0,0,,0,,
HND_003800,2011,1,1,,,,1,0,,0,,
HND_008979,2011,1,1,,,,0,0,,0,,
HND_014504,2011,,,,,,,0,,0,,
HND_012659,2011,,,,,,,0,,0,,
HND_004908,2011,1,1,,,,0,0,,0,,
HND_003342,2011,1,1,,,,0,0,,0,,
HND_016317,2011,1,1,,,,0,0,,0,,
HND_013453,2011,1,1,,,,1,0,,0,,
HND_014519,2011,,,,,,,0,,0,,
HND_006858,2011,,,,,,,0,,0,,
HND_004187,2011,,,,,,,0,,0,,
HND_012307,2011,,,,,,,0,,0,,
HND_014506,2011,,,,,,,0,,0,,
HND_001432,2011,,,,,,,0,,0,,
HND_006003,2011,1,0,,,,0,0,,0,,
HND_005620,2011,1,1,,,,0,0,,0,,
HND_016273,2011,,,,,,,0,,0,,
HND_012728,2011,,,,,,,0,,0,,
HND_012335,2011,,,,,,,0,,0,,
HND_003791,2011,1,1,,,,0,0,,0,,
HND_010814,2011,1,1,,,,0,0,,0,,
HND_014454,2011,,,,,,,0,,0,,
HND_010070,2011,,,,,,,0,,0,,
HND_009448,2011,1,1,,,,0,0,,0,,
HND_009799,2011,1,1,,,,0,0,,0,,
HND_000540,2011,1,1,,,,1,0,,0,,
HND_005424,2011,1,1,,,,0,0,,0,,
HND_002715,2011,1,1,,,,1,0,,0,,
HND_014283,2011,1,1,,,,1,0,,0,,
HND_015310,2011,1,1,,,,1,0,,0,,
HND_004860,2011,1,1,,,,1,0,,1,,
HND_009312,2011,1,1,,,,0,0,,0,,
HND_000104,2011,1,1,,,,0,0,,0,,
HND_007440,2011,1,0,,,,0,0,,0,,
HND_012208,2011,1,1,,,,0,0,,0,,
HND_000593,2011,1,0,,,,0,0,,0,,
HND_015505,2011,1,1,,,,0,0,,0,,
HND_011608,2011,1,1,,,,1,0,,0,,
HND_014403,2011,1,1,,,,1,0,,1,,
HND_004677,2011,1,1,,,,0,0,,0,,
HND_003303,2011,1,1,,,,1,0,,0,,
HND_012596,2011,1,1,,,,0,0,,0,,
HND_008256,2011,1,1,,,,0,0,,0,,
HND_007865,2011,1,1,,,,1,0,,0,,
HND_015791,2011,1,1,,,,1,1,,1,,
HND_010488,2011,1,1,,,,1,0,,0,,
HND_009461,2011,1,1,,,,0,0,,0,,
HND_016728,2011,1,1,,,,0,0,,0,,
HND_015938,2011,1,1,,,,0,0,,0,,
